oid,valuesetname,expansionversion,code,descriptor,codesystemname,codesystemversion,codesystemoid,purpose
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.146,Pressure-induced deep tissue damage of left lower back,ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.149,"Pressure ulcer of left lower back, unspecified stage",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.150,"Pressure ulcer of sacral region, unstageable",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.151,"Pressure ulcer of sacral region, stage 1",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.152,"Pressure ulcer of sacral region, stage 2",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.153,"Pressure ulcer of sacral region, stage 3",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.154,"Pressure ulcer of sacral region, stage 4",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.156,Pressure-induced deep tissue damage of sacral region,ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.159,"Pressure ulcer of sacral region, unspecified stage",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.200,"Pressure ulcer of unspecified hip, unstageable",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.201,"Pressure ulcer of unspecified hip, stage 1",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.202,"Pressure ulcer of unspecified hip, stage 2",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.203,"Pressure ulcer of unspecified hip, stage 3",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.204,"Pressure ulcer of unspecified hip, stage 4",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.206,Pressure-induced deep tissue damage of unspecified hip,ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.209,"Pressure ulcer of unspecified hip, unspecified stage",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.210,"Pressure ulcer of right hip, unstageable",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.211,"Pressure ulcer of right hip, stage 1",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.212,"Pressure ulcer of right hip, stage 2",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.213,"Pressure ulcer of right hip, stage 3",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.214,"Pressure ulcer of right hip, stage 4",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.216,Pressure-induced deep tissue damage of right hip,ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.219,"Pressure ulcer of right hip, unspecified stage",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.220,"Pressure ulcer of left hip, unstageable",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.221,"Pressure ulcer of left hip, stage 1",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.222,"Pressure ulcer of left hip, stage 2",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.223,"Pressure ulcer of left hip, stage 3",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.224,"Pressure ulcer of left hip, stage 4",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.226,Pressure-induced deep tissue damage of left hip,ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.229,"Pressure ulcer of left hip, unspecified stage",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.300,"Pressure ulcer of unspecified buttock, unstageable",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.301,"Pressure ulcer of unspecified buttock, stage 1",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
2.16.840.1.113883.3.464.1003.113.12.1074,Frailty Diagnosis,eCQM Update 2022-05-05,L89.302,"Pressure ulcer of unspecified buttock, stage 2",ICD10CM,2022,2.16.840.1.113883.6.90,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  potential indicators of frailty.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent that a diagnosis of potential frailty when coupled with older age: dependence on durable medical equipment for long-term use, limitation of activities of daily living due to disability, need for assistance with care, pressure ulcers, and falls.),(Exclusion Criteria: Exclude concepts that indicate potential frailty when associated with pregnancy, fetal, juvenile, childhood or neonatal conditions; codes that indicate temporary need of durable medical equipment; codes that indicate accidental falls caused by another person, being pushed/shoved/collided into, falls on ice due to ice skates, falls due to impact against a baby buggy/shopping cart/wheelbarrow.)"
