value_set_member_id,concept_id,status,last_update_date,last_update_note,code,code_description,coding_system_id,coding_system_version,include_descendants,comment
1843,22,active,2024-03-21,,S72109P,"Unspecified trochanteric fracture of unspecified femur, subsequent encounter for closed fracture with malunion",2,2024,false,
1844,22,active,2024-03-21,,S72109Q,"Unspecified trochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
1845,22,active,2024-03-21,,S72109R,"Unspecified trochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
1846,22,active,2024-03-21,,S72109S,"Unspecified trochanteric fracture of unspecified femur, sequela",2,2024,false,
1847,22,active,2024-03-21,,S7211,Fracture of greater trochanter of femur,2,2024,false,
1848,22,active,2024-03-21,,S72111,Displaced fracture of greater trochanter of right femur,2,2024,false,
1849,22,active,2024-03-21,,S72111A,"Displaced fracture of greater trochanter of right femur, initial encounter for closed fracture",2,2024,false,
1850,22,active,2024-03-21,,S72111B,"Displaced fracture of greater trochanter of right femur, initial encounter for open fracture type I or II",2,2024,false,
1851,22,active,2024-03-21,,S72111C,"Displaced fracture of greater trochanter of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",2,2024,false,
1852,22,active,2024-03-21,,S72111D,"Displaced fracture of greater trochanter of right femur, subsequent encounter for closed fracture with routine healing",2,2024,false,
1853,22,active,2024-03-21,,S72111E,"Displaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type I or II with routine healing",2,2024,false,
1854,22,active,2024-03-21,,S72111F,"Displaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",2,2024,false,
1855,22,active,2024-03-21,,S72111G,"Displaced fracture of greater trochanter of right femur, subsequent encounter for closed fracture with delayed healing",2,2024,false,
1856,22,active,2024-03-21,,S72111H,"Displaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type I or II with delayed healing",2,2024,false,
1857,22,active,2024-03-21,,S72111J,"Displaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",2,2024,false,
1858,22,active,2024-03-21,,S72111K,"Displaced fracture of greater trochanter of right femur, subsequent encounter for closed fracture with nonunion",2,2024,false,
1859,22,active,2024-03-21,,S72111M,"Displaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type I or II with nonunion",2,2024,false,
1860,22,active,2024-03-21,,S72111N,"Displaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",2,2024,false,
1861,22,active,2024-03-21,,S72111P,"Displaced fracture of greater trochanter of right femur, subsequent encounter for closed fracture with malunion",2,2024,false,
1862,22,active,2024-03-21,,S72111Q,"Displaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
1863,22,active,2024-03-21,,S72111R,"Displaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
1864,22,active,2024-03-21,,S72111S,"Displaced fracture of greater trochanter of right femur, sequela",2,2024,false,
1865,22,active,2024-03-21,,S72112,Displaced fracture of greater trochanter of left femur,2,2024,false,
1866,22,active,2024-03-21,,S72112A,"Displaced fracture of greater trochanter of left femur, initial encounter for closed fracture",2,2024,false,
1867,22,active,2024-03-21,,S72112B,"Displaced fracture of greater trochanter of left femur, initial encounter for open fracture type I or II",2,2024,false,
1868,22,active,2024-03-21,,S72112C,"Displaced fracture of greater trochanter of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",2,2024,false,
1869,22,active,2024-03-21,,S72112D,"Displaced fracture of greater trochanter of left femur, subsequent encounter for closed fracture with routine healing",2,2024,false,
1870,22,active,2024-03-21,,S72112E,"Displaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type I or II with routine healing",2,2024,false,
1871,22,active,2024-03-21,,S72112F,"Displaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",2,2024,false,
1872,22,active,2024-03-21,,S72112G,"Displaced fracture of greater trochanter of left femur, subsequent encounter for closed fracture with delayed healing",2,2024,false,
1873,22,active,2024-03-21,,S72112H,"Displaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type I or II with delayed healing",2,2024,false,
1874,22,active,2024-03-21,,S72112J,"Displaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",2,2024,false,
1875,22,active,2024-03-21,,S72112K,"Displaced fracture of greater trochanter of left femur, subsequent encounter for closed fracture with nonunion",2,2024,false,
1876,22,active,2024-03-21,,S72112M,"Displaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type I or II with nonunion",2,2024,false,
1877,22,active,2024-03-21,,S72112N,"Displaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",2,2024,false,
1878,22,active,2024-03-21,,S72112P,"Displaced fracture of greater trochanter of left femur, subsequent encounter for closed fracture with malunion",2,2024,false,
1879,22,active,2024-03-21,,S72112Q,"Displaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
1880,22,active,2024-03-21,,S72112R,"Displaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
1881,22,active,2024-03-21,,S72112S,"Displaced fracture of greater trochanter of left femur, sequela",2,2024,false,
1882,22,active,2024-03-21,,S72113,Displaced fracture of greater trochanter of unspecified femur,2,2024,false,
1883,22,active,2024-03-21,,S72113A,"Displaced fracture of greater trochanter of unspecified femur, initial encounter for closed fracture",2,2024,false,
1884,22,active,2024-03-21,,S72113B,"Displaced fracture of greater trochanter of unspecified femur, initial encounter for open fracture type I or II",2,2024,false,
1885,22,active,2024-03-21,,S72113C,"Displaced fracture of greater trochanter of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",2,2024,false,
1886,22,active,2024-03-21,,S72113D,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for closed fracture with routine healing",2,2024,false,
1887,22,active,2024-03-21,,S72113E,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type I or II with routine healing",2,2024,false,
1888,22,active,2024-03-21,,S72113F,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",2,2024,false,
1889,22,active,2024-03-21,,S72113G,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for closed fracture with delayed healing",2,2024,false,
1890,22,active,2024-03-21,,S72113H,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing",2,2024,false,
1891,22,active,2024-03-21,,S72113J,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",2,2024,false,
1892,22,active,2024-03-21,,S72113K,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for closed fracture with nonunion",2,2024,false,
1893,22,active,2024-03-21,,S72113M,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",2,2024,false,
1894,22,active,2024-03-21,,S72113N,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",2,2024,false,
1895,22,active,2024-03-21,,S72113P,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for closed fracture with malunion",2,2024,false,
1896,22,active,2024-03-21,,S72113Q,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
1897,22,active,2024-03-21,,S72113R,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
1898,22,active,2024-03-21,,S72113S,"Displaced fracture of greater trochanter of unspecified femur, sequela",2,2024,false,
1899,22,active,2024-03-21,,S72114,Nondisplaced fracture of greater trochanter of right femur,2,2024,false,
1900,22,active,2024-03-21,,S72114A,"Nondisplaced fracture of greater trochanter of right femur, initial encounter for closed fracture",2,2024,false,
1901,22,active,2024-03-21,,S72114B,"Nondisplaced fracture of greater trochanter of right femur, initial encounter for open fracture type I or II",2,2024,false,
1902,22,active,2024-03-21,,S72114C,"Nondisplaced fracture of greater trochanter of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",2,2024,false,
1903,22,active,2024-03-21,,S72114D,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for closed fracture with routine healing",2,2024,false,
1904,22,active,2024-03-21,,S72114E,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type I or II with routine healing",2,2024,false,
1905,22,active,2024-03-21,,S72114F,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",2,2024,false,
1906,22,active,2024-03-21,,S72114G,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for closed fracture with delayed healing",2,2024,false,
1907,22,active,2024-03-21,,S72114H,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type I or II with delayed healing",2,2024,false,
1908,22,active,2024-03-21,,S72114J,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",2,2024,false,
1909,22,active,2024-03-21,,S72114K,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for closed fracture with nonunion",2,2024,false,
1910,22,active,2024-03-21,,S72114M,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type I or II with nonunion",2,2024,false,
1911,22,active,2024-03-21,,S72114N,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",2,2024,false,
1912,22,active,2024-03-21,,S72114P,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for closed fracture with malunion",2,2024,false,
1913,22,active,2024-03-21,,S72114Q,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
1914,22,active,2024-03-21,,S72114R,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
1915,22,active,2024-03-21,,S72114S,"Nondisplaced fracture of greater trochanter of right femur, sequela",2,2024,false,
1916,22,active,2024-03-21,,S72115,Nondisplaced fracture of greater trochanter of left femur,2,2024,false,
1917,22,active,2024-03-21,,S72115A,"Nondisplaced fracture of greater trochanter of left femur, initial encounter for closed fracture",2,2024,false,
1918,22,active,2024-03-21,,S72115B,"Nondisplaced fracture of greater trochanter of left femur, initial encounter for open fracture type I or II",2,2024,false,
1919,22,active,2024-03-21,,S72115C,"Nondisplaced fracture of greater trochanter of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",2,2024,false,
1920,22,active,2024-03-21,,S72115D,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for closed fracture with routine healing",2,2024,false,
1921,22,active,2024-03-21,,S72115E,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type I or II with routine healing",2,2024,false,
1922,22,active,2024-03-21,,S72115F,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",2,2024,false,
1923,22,active,2024-03-21,,S72115G,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for closed fracture with delayed healing",2,2024,false,
1924,22,active,2024-03-21,,S72115H,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type I or II with delayed healing",2,2024,false,
1925,22,active,2024-03-21,,S72115J,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",2,2024,false,
1926,22,active,2024-03-21,,S72115K,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for closed fracture with nonunion",2,2024,false,
1927,22,active,2024-03-21,,S72115M,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type I or II with nonunion",2,2024,false,
1928,22,active,2024-03-21,,S72115N,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",2,2024,false,
1929,22,active,2024-03-21,,S72115P,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for closed fracture with malunion",2,2024,false,
1930,22,active,2024-03-21,,S72115Q,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
1931,22,active,2024-03-21,,S72115R,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
1932,22,active,2024-03-21,,S72115S,"Nondisplaced fracture of greater trochanter of left femur, sequela",2,2024,false,
1933,22,active,2024-03-21,,S72116,Nondisplaced fracture of greater trochanter of unspecified femur,2,2024,false,
1934,22,active,2024-03-21,,S72116A,"Nondisplaced fracture of greater trochanter of unspecified femur, initial encounter for closed fracture",2,2024,false,
1935,22,active,2024-03-21,,S72116B,"Nondisplaced fracture of greater trochanter of unspecified femur, initial encounter for open fracture type I or II",2,2024,false,
1936,22,active,2024-03-21,,S72116C,"Nondisplaced fracture of greater trochanter of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",2,2024,false,
1937,22,active,2024-03-21,,S72116D,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for closed fracture with routine healing",2,2024,false,
1938,22,active,2024-03-21,,S72116E,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type I or II with routine healing",2,2024,false,
1939,22,active,2024-03-21,,S72116F,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",2,2024,false,
1940,22,active,2024-03-21,,S72116G,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for closed fracture with delayed healing",2,2024,false,
1941,22,active,2024-03-21,,S72116H,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing",2,2024,false,
1942,22,active,2024-03-21,,S72116J,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",2,2024,false,
1943,22,active,2024-03-21,,S72116K,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for closed fracture with nonunion",2,2024,false,
1944,22,active,2024-03-21,,S72116M,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",2,2024,false,
1945,22,active,2024-03-21,,S72116N,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",2,2024,false,
1946,22,active,2024-03-21,,S72116P,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for closed fracture with malunion",2,2024,false,
1947,22,active,2024-03-21,,S72116Q,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
1948,22,active,2024-03-21,,S72116R,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
1949,22,active,2024-03-21,,S72116S,"Nondisplaced fracture of greater trochanter of unspecified femur, sequela",2,2024,false,
1950,22,active,2024-03-21,,S7212,Fracture of lesser trochanter of femur,2,2024,false,
1951,22,active,2024-03-21,,S72121,Displaced fracture of lesser trochanter of right femur,2,2024,false,
1952,22,active,2024-03-21,,S72121A,"Displaced fracture of lesser trochanter of right femur, initial encounter for closed fracture",2,2024,false,
1953,22,active,2024-03-21,,S72121B,"Displaced fracture of lesser trochanter of right femur, initial encounter for open fracture type I or II",2,2024,false,
1954,22,active,2024-03-21,,S72121C,"Displaced fracture of lesser trochanter of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",2,2024,false,
1955,22,active,2024-03-21,,S72121D,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for closed fracture with routine healing",2,2024,false,
1956,22,active,2024-03-21,,S72121E,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type I or II with routine healing",2,2024,false,
1957,22,active,2024-03-21,,S72121F,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",2,2024,false,
1958,22,active,2024-03-21,,S72121G,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for closed fracture with delayed healing",2,2024,false,
1959,22,active,2024-03-21,,S72121H,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type I or II with delayed healing",2,2024,false,
1960,22,active,2024-03-21,,S72121J,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",2,2024,false,
1961,22,active,2024-03-21,,S72121K,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for closed fracture with nonunion",2,2024,false,
1962,22,active,2024-03-21,,S72121M,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type I or II with nonunion",2,2024,false,
1963,22,active,2024-03-21,,S72121N,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",2,2024,false,
1964,22,active,2024-03-21,,S72121P,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for closed fracture with malunion",2,2024,false,
1965,22,active,2024-03-21,,S72121Q,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
1966,22,active,2024-03-21,,S72121R,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
1967,22,active,2024-03-21,,S72121S,"Displaced fracture of lesser trochanter of right femur, sequela",2,2024,false,
1968,22,active,2024-03-21,,S72122,Displaced fracture of lesser trochanter of left femur,2,2024,false,
1969,22,active,2024-03-21,,S72122A,"Displaced fracture of lesser trochanter of left femur, initial encounter for closed fracture",2,2024,false,
1970,22,active,2024-03-21,,S72122B,"Displaced fracture of lesser trochanter of left femur, initial encounter for open fracture type I or II",2,2024,false,
1971,22,active,2024-03-21,,S72122C,"Displaced fracture of lesser trochanter of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",2,2024,false,
1972,22,active,2024-03-21,,S72122D,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for closed fracture with routine healing",2,2024,false,
1973,22,active,2024-03-21,,S72122E,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type I or II with routine healing",2,2024,false,
1974,22,active,2024-03-21,,S72122F,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",2,2024,false,
1975,22,active,2024-03-21,,S72122G,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for closed fracture with delayed healing",2,2024,false,
1976,22,active,2024-03-21,,S72122H,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type I or II with delayed healing",2,2024,false,
1977,22,active,2024-03-21,,S72122J,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",2,2024,false,
1978,22,active,2024-03-21,,S72122K,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for closed fracture with nonunion",2,2024,false,
1979,22,active,2024-03-21,,S72122M,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type I or II with nonunion",2,2024,false,
1980,22,active,2024-03-21,,S72122N,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",2,2024,false,
1981,22,active,2024-03-21,,S72122P,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for closed fracture with malunion",2,2024,false,
1982,22,active,2024-03-21,,S72122Q,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
1983,22,active,2024-03-21,,S72122R,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
1984,22,active,2024-03-21,,S72122S,"Displaced fracture of lesser trochanter of left femur, sequela",2,2024,false,
1985,22,active,2024-03-21,,S72123,Displaced fracture of lesser trochanter of unspecified femur,2,2024,false,
1986,22,active,2024-03-21,,S72123A,"Displaced fracture of lesser trochanter of unspecified femur, initial encounter for closed fracture",2,2024,false,
1987,22,active,2024-03-21,,S72123B,"Displaced fracture of lesser trochanter of unspecified femur, initial encounter for open fracture type I or II",2,2024,false,
1988,22,active,2024-03-21,,S72123C,"Displaced fracture of lesser trochanter of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",2,2024,false,
1989,22,active,2024-03-21,,S72123D,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for closed fracture with routine healing",2,2024,false,
1990,22,active,2024-03-21,,S72123E,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type I or II with routine healing",2,2024,false,
1991,22,active,2024-03-21,,S72123F,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",2,2024,false,
1992,22,active,2024-03-21,,S72123G,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for closed fracture with delayed healing",2,2024,false,
1993,22,active,2024-03-21,,S72123H,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing",2,2024,false,
1994,22,active,2024-03-21,,S72123J,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",2,2024,false,
1995,22,active,2024-03-21,,S72123K,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for closed fracture with nonunion",2,2024,false,
1996,22,active,2024-03-21,,S72123M,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",2,2024,false,
1997,22,active,2024-03-21,,S72123N,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",2,2024,false,
1998,22,active,2024-03-21,,S72123P,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for closed fracture with malunion",2,2024,false,
1999,22,active,2024-03-21,,S72123Q,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
2000,22,active,2024-03-21,,S72123R,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
2001,22,active,2024-03-21,,S72123S,"Displaced fracture of lesser trochanter of unspecified femur, sequela",2,2024,false,
2002,22,active,2024-03-21,,S72124,Nondisplaced fracture of lesser trochanter of right femur,2,2024,false,
2003,22,active,2024-03-21,,S72124A,"Nondisplaced fracture of lesser trochanter of right femur, initial encounter for closed fracture",2,2024,false,
2004,22,active,2024-03-21,,S72124B,"Nondisplaced fracture of lesser trochanter of right femur, initial encounter for open fracture type I or II",2,2024,false,
2005,22,active,2024-03-21,,S72124C,"Nondisplaced fracture of lesser trochanter of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",2,2024,false,
2006,22,active,2024-03-21,,S72124D,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for closed fracture with routine healing",2,2024,false,
2007,22,active,2024-03-21,,S72124E,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type I or II with routine healing",2,2024,false,
2008,22,active,2024-03-21,,S72124F,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",2,2024,false,
2009,22,active,2024-03-21,,S72124G,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for closed fracture with delayed healing",2,2024,false,
2010,22,active,2024-03-21,,S72124H,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type I or II with delayed healing",2,2024,false,
2011,22,active,2024-03-21,,S72124J,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",2,2024,false,
2012,22,active,2024-03-21,,S72124K,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for closed fracture with nonunion",2,2024,false,
2013,22,active,2024-03-21,,S72124M,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type I or II with nonunion",2,2024,false,
2014,22,active,2024-03-21,,S72124N,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",2,2024,false,
2015,22,active,2024-03-21,,S72124P,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for closed fracture with malunion",2,2024,false,
2016,22,active,2024-03-21,,S72124Q,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
2017,22,active,2024-03-21,,S72124R,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
2018,22,active,2024-03-21,,S72124S,"Nondisplaced fracture of lesser trochanter of right femur, sequela",2,2024,false,
2019,22,active,2024-03-21,,S72125,Nondisplaced fracture of lesser trochanter of left femur,2,2024,false,
2020,22,active,2024-03-21,,S72125A,"Nondisplaced fracture of lesser trochanter of left femur, initial encounter for closed fracture",2,2024,false,
2021,22,active,2024-03-21,,S72125B,"Nondisplaced fracture of lesser trochanter of left femur, initial encounter for open fracture type I or II",2,2024,false,
2022,22,active,2024-03-21,,S72125C,"Nondisplaced fracture of lesser trochanter of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",2,2024,false,
2023,22,active,2024-03-21,,S72125D,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for closed fracture with routine healing",2,2024,false,
2024,22,active,2024-03-21,,S72125E,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type I or II with routine healing",2,2024,false,
2025,22,active,2024-03-21,,S72125F,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",2,2024,false,
2026,22,active,2024-03-21,,S72125G,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for closed fracture with delayed healing",2,2024,false,
2027,22,active,2024-03-21,,S72125H,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type I or II with delayed healing",2,2024,false,
2028,22,active,2024-03-21,,S72125J,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",2,2024,false,
2029,22,active,2024-03-21,,S72125K,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for closed fracture with nonunion",2,2024,false,
2030,22,active,2024-03-21,,S72125M,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type I or II with nonunion",2,2024,false,
2031,22,active,2024-03-21,,S72125N,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",2,2024,false,
2032,22,active,2024-03-21,,S72125P,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for closed fracture with malunion",2,2024,false,
2033,22,active,2024-03-21,,S72125Q,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
2034,22,active,2024-03-21,,S72125R,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
2035,22,active,2024-03-21,,S72125S,"Nondisplaced fracture of lesser trochanter of left femur, sequela",2,2024,false,
2036,22,active,2024-03-21,,S72126,Nondisplaced fracture of lesser trochanter of unspecified femur,2,2024,false,
2037,22,active,2024-03-21,,S72126A,"Nondisplaced fracture of lesser trochanter of unspecified femur, initial encounter for closed fracture",2,2024,false,
