condition_family,condition,icd_10_cm_code,icd_10_cm_description,condition_column_name
Mental Health,Personality Disorder,F69,Unspecified disorder of adult personality and behavior,PERSONALITY_DISORDER
Mental Health,Post-Traumatic Stress Disorder (PTSD),F4310,"Post-traumatic stress disorder, unspecified",POST_TRAUMATIC_STRESS_DISORDER
Mental Health,Post-Traumatic Stress Disorder (PTSD),F4311,"Post-traumatic stress disorder, acute",POST_TRAUMATIC_STRESS_DISORDER
Mental Health,Post-Traumatic Stress Disorder (PTSD),F4312,"Post-traumatic stress disorder, chronic",POST_TRAUMATIC_STRESS_DISORDER
Mental Health,Schizophrenia,F200,Paranoid schizophrenia,SCHIZOPHRENIA
Mental Health,Schizophrenia,F201,Disorganized schizophrenia,SCHIZOPHRENIA
Mental Health,Schizophrenia,F202,Catatonic schizophrenia,SCHIZOPHRENIA
Mental Health,Schizophrenia,F203,Undifferentiated schizophrenia,SCHIZOPHRENIA
Mental Health,Schizophrenia,F205,Residual schizophrenia,SCHIZOPHRENIA
Mental Health,Schizophrenia,F2081,Schizophreniform disorder,SCHIZOPHRENIA
Mental Health,Schizophrenia,F2089,Other schizophrenia,SCHIZOPHRENIA
Mental Health,Schizophrenia,F209,"Schizophrenia, unspecified",SCHIZOPHRENIA
Mental Health,Schizophrenia,F250,"Schizoaffective disorder, bipolar type",SCHIZOPHRENIA
Mental Health,Schizophrenia,F251,"Schizoaffective disorder, depressive type",SCHIZOPHRENIA
Mental Health,Schizophrenia,F258,Other schizoaffective disorders,SCHIZOPHRENIA
Mental Health,Schizophrenia,F259,"Schizoaffective disorder, unspecified",SCHIZOPHRENIA
Metabolic Disease,Chronic Kidney Disease,N181,"Chronic kidney disease, stage 1",CHRONIC_KIDNEY_DISEASE
Metabolic Disease,Chronic Kidney Disease,N182,"Chronic kidney disease, stage 2 (mild)",CHRONIC_KIDNEY_DISEASE
Metabolic Disease,Chronic Kidney Disease,N183,"Chronic kidney disease, stage 3 (moderate)",CHRONIC_KIDNEY_DISEASE
Metabolic Disease,Chronic Kidney Disease,N1830,"Chronic kidney disease, stage 3 unspecified",CHRONIC_KIDNEY_DISEASE
Metabolic Disease,Chronic Kidney Disease,N1831,"Chronic kidney disease, stage 3a",CHRONIC_KIDNEY_DISEASE
Metabolic Disease,Chronic Kidney Disease,N1832,"Chronic kidney disease, stage 3b",CHRONIC_KIDNEY_DISEASE
Metabolic Disease,Chronic Kidney Disease,N184,"Chronic kidney disease, stage 4 (severe)",CHRONIC_KIDNEY_DISEASE
Metabolic Disease,Chronic Kidney Disease,N185,"Chronic kidney disease, stage 5",CHRONIC_KIDNEY_DISEASE
Metabolic Disease,Chronic Kidney Disease,N186,End stage renal disease,CHRONIC_KIDNEY_DISEASE
Metabolic Disease,Chronic Kidney Disease,N189,"Chronic kidney disease, unspecified",CHRONIC_KIDNEY_DISEASE
Metabolic Disease,Hyperlipidemia,E780,Pure hypercholesterolemia,HYPERLIPIDEMIA
Metabolic Disease,Hyperlipidemia,E7800,"Pure hypercholesterolemia, unspecified",HYPERLIPIDEMIA
Metabolic Disease,Hyperlipidemia,E7801,Familial hypercholesterolemia,HYPERLIPIDEMIA
Metabolic Disease,Hyperlipidemia,E781,Pure hyperglyceridemia,HYPERLIPIDEMIA
Metabolic Disease,Hyperlipidemia,E782,Mixed hyperlipidemia,HYPERLIPIDEMIA
Metabolic Disease,Hyperlipidemia,E783,Hyperchylomicronemia,HYPERLIPIDEMIA
Metabolic Disease,Hyperlipidemia,E784,Other hyperlipidemia,HYPERLIPIDEMIA
Metabolic Disease,Hyperlipidemia,E7841,Elevated Lipoprotein(a),HYPERLIPIDEMIA
Metabolic Disease,Hyperlipidemia,E7849,Other hyperlipidemia,HYPERLIPIDEMIA
Metabolic Disease,Hyperlipidemia,E785,"Hyperlipidemia, unspecified",HYPERLIPIDEMIA
Metabolic Disease,Metabolic Syndrome,E8881,Metabolic syndrome,METABOLIC_SYNDROME
Metabolic Disease,Obesity,E6601,Morbid (severe) obesity due to excess calories,OBESITY
Metabolic Disease,Obesity,E6609,Other obesity due to excess calories,OBESITY
Metabolic Disease,Obesity,E661,Drug-induced obesity,OBESITY
Metabolic Disease,Obesity,E662,Morbid (severe) obesity with alveolar hypoventilation,OBESITY
Metabolic Disease,Obesity,E668,Other obesity,OBESITY
Metabolic Disease,Obesity,E669,"Obesity, unspecified",OBESITY
Metabolic Disease,Obesity,Z6830,"Body mass index [BMI] 30.0-30.9, adult",OBESITY
Metabolic Disease,Obesity,Z6831,"Body mass index [BMI] 31.0-31.9, adult",OBESITY
Metabolic Disease,Obesity,Z6832,"Body mass index [BMI] 32.0-32.9, adult",OBESITY
Metabolic Disease,Obesity,Z6833,"Body mass index [BMI] 33.0-33.9, adult",OBESITY
Metabolic Disease,Obesity,Z6834,"Body mass index [BMI] 34.0-34.9, adult",OBESITY
Metabolic Disease,Obesity,Z6835,"Body mass index [BMI] 35.0-35.9, adult",OBESITY
Metabolic Disease,Obesity,Z6836,"Body mass index [BMI] 36.0-36.9, adult",OBESITY
Metabolic Disease,Obesity,Z6837,"Body mass index [BMI] 37.0-37.9, adult",OBESITY
Metabolic Disease,Obesity,Z6838,"Body mass index [BMI] 38.0-38.9, adult",OBESITY
Metabolic Disease,Obesity,Z6839,"Body mass index [BMI] 39.0-39.9, adult",OBESITY
Metabolic Disease,Obesity,Z6841,"Body mass index [BMI] 40.0-44.9, adult",OBESITY
Metabolic Disease,Obesity,Z6842,"Body mass index [BMI] 45.0-49.9, adult",OBESITY
Metabolic Disease,Obesity,Z6843,"Body mass index [BMI] 50.0-59.9, adult",OBESITY
Metabolic Disease,Obesity,Z6844,"Body mass index [BMI] 60.0-69.9, adult",OBESITY
Metabolic Disease,Obesity,Z6845,"Body mass index [BMI] 70 or greater, adult",OBESITY
Metabolic Disease,Type 2 Diabetes,E1100,Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E1101,Type 2 diabetes mellitus with hyperosmolarity with coma,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E1110,Type 2 diabetes mellitus with ketoacidosis without coma,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E1111,Type 2 diabetes mellitus with ketoacidosis with coma,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E1121,Type 2 diabetes mellitus with diabetic nephropathy,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E1122,Type 2 diabetes mellitus with diabetic chronic kidney disease,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E1129,Type 2 diabetes mellitus with other diabetic kidney complication,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E11311,Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E11319,Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E11321,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113211,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113212,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113213,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113219,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E11329,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113291,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113292,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113293,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113299,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E11331,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113311,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113312,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113313,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113319,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E11339,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113391,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113392,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113393,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113399,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E11341,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113411,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113412,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113413,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113419,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E11349,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113491,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113492,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113493,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113499,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E11351,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113511,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113512,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113513,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113519,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113521,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113522,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113523,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113529,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113531,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113532,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113533,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113539,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113541,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113542,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113543,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113549,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113551,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, right eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113552,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, left eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113553,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113559,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E11359,Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113591,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113592,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113593,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E113599,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E1136,Type 2 diabetes mellitus with diabetic cataract,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E1137X1,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E1137X2,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E1137X3,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E1137X9,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E1139,Type 2 diabetes mellitus with other diabetic ophthalmic complication,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E1140,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified",TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E1141,Type 2 diabetes mellitus with diabetic mononeuropathy,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E1142,Type 2 diabetes mellitus with diabetic polyneuropathy,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E1143,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E1144,Type 2 diabetes mellitus with diabetic amyotrophy,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E1149,Type 2 diabetes mellitus with other diabetic neurological complication,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E1151,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E1152,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E1159,Type 2 diabetes mellitus with other circulatory complications,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E11610,Type 2 diabetes mellitus with diabetic neuropathic arthropathy,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E11618,Type 2 diabetes mellitus with other diabetic arthropathy,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E11620,Type 2 diabetes mellitus with diabetic dermatitis,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E11621,Type 2 diabetes mellitus with foot ulcer,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E11622,Type 2 diabetes mellitus with other skin ulcer,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E11628,Type 2 diabetes mellitus with other skin complications,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E11630,Type 2 diabetes mellitus with periodontal disease,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E11638,Type 2 diabetes mellitus with other oral complications,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E11641,Type 2 diabetes mellitus with hypoglycemia with coma,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E11649,Type 2 diabetes mellitus with hypoglycemia without coma,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E1165,Type 2 diabetes mellitus with hyperglycemia,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E1169,Type 2 diabetes mellitus with other specified complication,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E118,Type 2 diabetes mellitus with unspecified complications,TYPE_2_DIABETES
Metabolic Disease,Type 2 Diabetes,E119,Type 2 diabetes mellitus without complications,TYPE_2_DIABETES
Neuro-degenerative Disease,Alzheimer’s Disease,G300,Alzheimer's disease with early onset,ALZHEIMERS_DISEASE
Neuro-degenerative Disease,Alzheimer’s Disease,G301,Alzheimer's disease with late onset,ALZHEIMERS_DISEASE
Neuro-degenerative Disease,Alzheimer’s Disease,G308,Other Alzheimer's disease,ALZHEIMERS_DISEASE
Neuro-degenerative Disease,Alzheimer’s Disease,G309,"Alzheimer's disease, unspecified",ALZHEIMERS_DISEASE
Neuro-degenerative Disease,Amyotrophic Lateral Sclerosis (ALS),G1220,"Motor neuron disease, unspecified",AMYOTROPHIC_LATERAL_SCLEROSIS
Neuro-degenerative Disease,Amyotrophic Lateral Sclerosis (ALS),G1221,Amyotrophic lateral sclerosis,AMYOTROPHIC_LATERAL_SCLEROSIS
Neuro-degenerative Disease,Amyotrophic Lateral Sclerosis (ALS),G1222,Progressive bulbar palsy,AMYOTROPHIC_LATERAL_SCLEROSIS
Neuro-degenerative Disease,Amyotrophic Lateral Sclerosis (ALS),G1223,Primary lateral sclerosis,AMYOTROPHIC_LATERAL_SCLEROSIS
Neuro-degenerative Disease,Amyotrophic Lateral Sclerosis (ALS),G1224,Familial motor neuron disease,AMYOTROPHIC_LATERAL_SCLEROSIS
Neuro-degenerative Disease,Amyotrophic Lateral Sclerosis (ALS),G1225,Progressive spinal muscle atrophy,AMYOTROPHIC_LATERAL_SCLEROSIS
Neuro-degenerative Disease,Amyotrophic Lateral Sclerosis (ALS),G1229,Other motor neuron disease,AMYOTROPHIC_LATERAL_SCLEROSIS
Neuro-degenerative Disease,Dementia,F0150,Vascular dementia without behavioral disturbance,DEMENTIA
Neuro-degenerative Disease,Dementia,F0151,Vascular dementia with behavioral disturbance,DEMENTIA
Neuro-degenerative Disease,Dementia,F0280,Dementia in other diseases classified elsewhere without behavioral disturbance,DEMENTIA
Neuro-degenerative Disease,Dementia,F0281,Dementia in other diseases classified elsewhere with behavioral disturbance,DEMENTIA
Neuro-degenerative Disease,Dementia,F0390,Unspecified dementia without behavioral disturbance,DEMENTIA
Neuro-degenerative Disease,Dementia,F0391,Unspecified dementia with behavioral disturbance,DEMENTIA
Neuro-degenerative Disease,Dementia,F05,Delirium due to known physiological condition,DEMENTIA
Neuro-degenerative Disease,Dementia,G138,Systemic atrophy primarily affecting central nervous system in other diseases classified elsewhere,DEMENTIA
Neuro-degenerative Disease,Dementia,G3101,Pick's disease,DEMENTIA
Neuro-degenerative Disease,Dementia,G3109,Other frontotemporal dementia,DEMENTIA
Neuro-degenerative Disease,Dementia,G311,"Senile degeneration of brain, not elsewhere classified",DEMENTIA
Neuro-degenerative Disease,Dementia,G312,Degeneration of nervous system due to alcohol,DEMENTIA
Neuro-degenerative Disease,Dementia,G3183,Dementia with Lewy bodies,DEMENTIA
Neuro-degenerative Disease,Multiple Sclerosis,G35,Multiple sclerosis,MULTIPLE_SCLEROSIS
Neuro-degenerative Disease,Muscular Dystrophy,G7100,"Muscular dystrophy, unspecified",MUSCULAR_DYSTROPHY
Neuro-degenerative Disease,Muscular Dystrophy,G7101,Duchenne or Becker muscular dystrophy,MUSCULAR_DYSTROPHY
Neuro-degenerative Disease,Muscular Dystrophy,G7102,Facioscapulohumeral muscular dystrophy,MUSCULAR_DYSTROPHY
Neuro-degenerative Disease,Muscular Dystrophy,G7109,Other specified muscular dystrophies,MUSCULAR_DYSTROPHY
Neuro-degenerative Disease,Muscular Dystrophy,G7111,Myotonic muscular dystrophy,MUSCULAR_DYSTROPHY
Neuro-degenerative Disease,Parkinson's Disease,G20,Parkinson's disease,PARKINSONS_DISEASE
Neuro-degenerative Disease,Parkinson's Disease,G2111,Neuroleptic induced parkinsonism,PARKINSONS_DISEASE
Neuro-degenerative Disease,Parkinson's Disease,G2119,Other drug induced secondary parkinsonism,PARKINSONS_DISEASE
Neuro-degenerative Disease,Parkinson's Disease,G213,Postencephalitic parkinsonism,PARKINSONS_DISEASE
Neuro-degenerative Disease,Parkinson's Disease,G214,Vascular parkinsonism,PARKINSONS_DISEASE
Neuro-degenerative Disease,Parkinson's Disease,G218,Other secondary parkinsonism,PARKINSONS_DISEASE
Neuro-degenerative Disease,Parkinson's Disease,G219,"Secondary parkinsonism, unspecified",PARKINSONS_DISEASE
Neuro-degenerative Disease,Parkinson's Disease,G3183,Dementia with Lewy bodies,PARKINSONS_DISEASE
Pulmonary Disease,Asthma,J4520,"Mild intermittent asthma, uncomplicated",ASTHMA
Pulmonary Disease,Asthma,J4521,Mild intermittent asthma with (acute) exacerbation,ASTHMA
Pulmonary Disease,Asthma,J4522,Mild intermittent asthma with status asthmaticus,ASTHMA
Pulmonary Disease,Asthma,J4530,"Mild persistent asthma, uncomplicated",ASTHMA
Pulmonary Disease,Asthma,J4531,Mild persistent asthma with (acute) exacerbation,ASTHMA
Pulmonary Disease,Asthma,J4532,Mild persistent asthma with status asthmaticus,ASTHMA
Pulmonary Disease,Asthma,J4540,"Moderate persistent asthma, uncomplicated",ASTHMA
Pulmonary Disease,Asthma,J4541,Moderate persistent asthma with (acute) exacerbation,ASTHMA
Pulmonary Disease,Asthma,J4542,Moderate persistent asthma with status asthmaticus,ASTHMA
Pulmonary Disease,Asthma,J4550,"Severe persistent asthma, uncomplicated",ASTHMA
Pulmonary Disease,Asthma,J4551,Severe persistent asthma with (acute) exacerbation,ASTHMA
Pulmonary Disease,Asthma,J4552,Severe persistent asthma with status asthmaticus,ASTHMA
Pulmonary Disease,Asthma,J45901,Unspecified asthma with (acute) exacerbation,ASTHMA
Pulmonary Disease,Asthma,J45902,Unspecified asthma with status asthmaticus,ASTHMA
Pulmonary Disease,Asthma,J45909,"Unspecified asthma, uncomplicated",ASTHMA
Pulmonary Disease,Asthma,J45990,Exercise induced bronchospasm,ASTHMA
Pulmonary Disease,Asthma,J45991,Cough variant asthma,ASTHMA
Pulmonary Disease,Asthma,J45998,Other asthma,ASTHMA
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J40,"Bronchitis, not specified as acute or chronic",CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J410,Simple chronic bronchitis,CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J411,Mucopurulent chronic bronchitis,CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J418,Mixed simple and mucopurulent chronic bronchitis,CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J42,Unspecified chronic bronchitis,CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J430,Unilateral pulmonary emphysema [MacLeod's syndrome],CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J431,Panlobular emphysema,CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J432,Centrilobular emphysema,CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J439,"Emphysema, unspecified",CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J440,Chronic obstructive pulmonary disease with (acute) lower respiratory infection,CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J441,Chronic obstructive pulmonary disease with (acute) exacerbation,CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J449,"Chronic obstructive pulmonary disease, unspecified",CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J470,Bronchiectasis with acute lower respiratory infection,CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE
