hcpcs_code,ccs_category,ccs_category_description
G4007,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4008,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4009,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4010,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4011,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4012,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4013,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4014,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4015,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4016,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4017,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4018,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4019,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4020,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4021,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4022,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4023,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4024,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4025,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4026,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4027,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4028,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4029,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4030,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4031,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4032,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4033,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4034,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4035,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4036,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4037,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G4038,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8395,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8396,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8397,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8399,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8400,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8404,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8405,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8410,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8415,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8416,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8417,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8418,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8419,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8420,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8421,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8427,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8428,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8430,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8431,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8432,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8433,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8450,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8451,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8452,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8465,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8473,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8474,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8475,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8476,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8477,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8478,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8482,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8483,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8484,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8506,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8510,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8511,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8535,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8536,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8539,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8540,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8541,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8542,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8543,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8559,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8560,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8561,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8562,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8563,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8564,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8565,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8566,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8567,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8568,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8569,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8570,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8575,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8576,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8577,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8578,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8598,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8599,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8600,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8601,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8602,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8633,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8635,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8647,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8648,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8650,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8651,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8652,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8654,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8655,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8656,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8658,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8659,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8660,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8661,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8662,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8663,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8664,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8666,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8667,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8668,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8669,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8670,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8694,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8708,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8709,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8710,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8711,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8712,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8721,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8722,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8723,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8724,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8733,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8734,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8735,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8749,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8752,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8753,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8754,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8755,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8756,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8783,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8785,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8797,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8798,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8806,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8807,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8808,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8815,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8816,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8817,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8818,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8825,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8826,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8833,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8834,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8838,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8839,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8840,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8841,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8842,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8843,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8844,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8845,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8846,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8849,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8850,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8851,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8852,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8854,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8855,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8856,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8857,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8858,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8863,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8864,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8865,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8866,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8867,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8869,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8875,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8876,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8877,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8878,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8880,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8881,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8882,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8883,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8884,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8885,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8907,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8908,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8909,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8910,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8911,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8912,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8913,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8914,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8915,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8916,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8917,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8918,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8923,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8924,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8934,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8935,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8936,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8937,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8941,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8942,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8944,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8946,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8950,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8952,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8955,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8956,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8958,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8961,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8962,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8963,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8964,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8965,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8966,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8967,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8968,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G8969,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9001,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9002,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9003,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9004,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9005,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9006,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9007,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9008,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9009,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9010,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9011,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9012,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9013,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9014,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9016,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9050,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9051,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9052,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9053,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9054,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9055,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9056,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9057,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9058,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9059,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9060,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9061,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9062,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9063,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9064,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9065,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9066,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9067,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9068,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9069,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9070,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9071,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9072,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9073,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9074,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9075,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9077,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9078,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9079,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9080,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9083,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9084,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9085,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9086,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9087,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9088,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9089,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9090,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9091,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9092,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9093,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9094,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9095,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9096,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9097,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9098,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9099,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9100,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9101,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9102,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9103,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9104,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9105,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9106,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9107,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9108,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9109,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9110,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9111,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9112,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9113,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9114,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9115,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9116,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9117,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9123,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9124,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9125,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9126,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9128,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9129,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9130,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9131,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9132,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9133,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9134,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9135,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9136,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9137,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9138,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9139,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9140,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9148,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9149,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9150,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9151,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9152,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9153,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9187,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9188,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9189,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9190,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9191,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9192,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9212,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9213,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9223,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9225,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9226,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9227,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9228,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9229,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9230,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9231,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9242,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9243,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9246,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9247,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9254,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9255,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9273,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9274,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9275,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9276,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9277,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9278,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9279,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9280,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9281,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9282,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9283,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9284,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9285,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9286,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9287,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9288,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9289,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9290,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9291,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9292,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9293,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9294,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9295,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9296,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9297,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9298,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9299,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9305,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9306,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
