bill_type_code,bill_type_description,deprecated,deprecated_date
"563","Religious Nonmedical (Extended Care) Intermediate Care - Level II Interim-Continuing Claims","1","2005-10-01"
"564","Religious Nonmedical (Extended Care) Intermediate Care - Level II Interim - Last Claim","1","2005-10-01"
"565","Religious Nonmedical (Extended Care) Intermediate Care - Level II Late Charge Only","1","2005-10-01"
"567","Religious Nonmedical (Extended Care) Intermediate Care - Level II Replacement of Prior Claim","1","2005-10-01"
"568","Religious Nonmedical (Extended Care) Intermediate Care - Level II Void/Cancel of Prior Claim","1","2005-10-01"
"569","Religious Nonmedical (Extended Care) Intermediate Care - Level II Final claim for a Home Health PPS Period","1","2005-10-01"
"56A","Religious Nonmedical (Extended Care) Intermediate Care - Level II Admission/Election Notice for Hospice","1","2005-10-01"
"56B","Religious Nonmedical (Extended Care) Intermediate Care - Level II Hospice Termination/ Revocation Notice","1","2005-10-01"
"56C","Religious Nonmedical (Extended Care) Intermediate Care - Level II Hospice Change of Provider Notice","1","2005-10-01"
"56D","Religious Nonmedical (Extended Care) Intermediate Care - Level II Hospice Election Void/Cancel","1","2005-10-01"
"56E","Religious Nonmedical (Extended Care) Intermediate Care - Level II Hospice Change of Ownership","1","2005-10-01"
"56F","Religious Nonmedical (Extended Care) Intermediate Care - Level II Beneficiary Initiated Adjustment Claim","1","2005-10-01"
"56G","Religious Nonmedical (Extended Care) Intermediate Care - Level II CWF Initiated Adjustment Claim","1","2005-10-01"
"56H","Religious Nonmedical (Extended Care) Intermediate Care - Level II CMS Initiated Adjustment Claim","1","2005-10-01"
"56I","Religious Nonmedical (Extended Care) Intermediate Care - Level II FI Adjustment Claim (Other than QIO or Provider)","1","2005-10-01"
"56J","Religious Nonmedical (Extended Care) Intermediate Care - Level II Initiated Adjustment Claim/Other","1","2005-10-01"
"56K","Religious Nonmedical (Extended Care) Intermediate Care - Level II OIG Initiated Adjustment Claim","1","2005-10-01"
"56M","Religious Nonmedical (Extended Care) Intermediate Care - Level II MSP Initiated Adjustment Claim","1","2005-10-01"
"56O","Religious Nonmedical (Extended Care) Intermediate Care - Level II Nonpayment/Zero Claims","1","2005-10-01"
"56P","Religious Nonmedical (Extended Care) Intermediate Care - Level II QIO Adjustment Claim","1","2005-10-01"
"56Q","Religious Nonmedical (Extended Care) Intermediate Care - Level II Reopening/Adjustment","1","2005-10-01"
"56X","Religious Nonmedical (Extended Care) Intermediate Care - Level II Void/Cancel a Prior Abbreviated Encounter Submission","1","2005-10-01"
"56Y","Religious Nonmedical (Extended Care) Intermediate Care - Level II Replacement of Prior Abbreviated Encounter Submission","1","2005-10-01"
"56Z","Religious Nonmedical (Extended Care) Intermediate Care - Level II New Abbreviated Encounter Submission","1","2005-10-01"
"570","Religious Nonmedical (Extended Care) Subacute Inpatient Non-payment/Zero Claim","1","2005-10-01"
"571","Religious Nonmedical (Extended Care) Subacute Inpatient Admit Through Discharge","1","2005-10-01"
"572","Religious Nonmedical (Extended Care) Subacute Inpatient Interim - First Claim","1","2005-10-01"
"573","Religious Nonmedical (Extended Care) Subacute Inpatient Interim-Continuing Claims","1","2005-10-01"
"574","Religious Nonmedical (Extended Care) Subacute Inpatient Interim - Last Claim","1","2005-10-01"
"575","Religious Nonmedical (Extended Care) Subacute Inpatient Late Charge Only","1","2005-10-01"
"577","Religious Nonmedical (Extended Care) Subacute Inpatient Replacement of Prior Claim","1","2005-10-01"
"578","Religious Nonmedical (Extended Care) Subacute Inpatient Void/Cancel of Prior Claim","1","2005-10-01"
"579","Religious Nonmedical (Extended Care) Subacute Inpatient Final claim for a Home Health PPS Period","1","2005-10-01"
"57A","Religious Nonmedical (Extended Care) Subacute Inpatient Admission/Election Notice for Hospice","1","2005-10-01"
"57B","Religious Nonmedical (Extended Care) Subacute Inpatient Hospice Termination/ Revocation Notice","1","2005-10-01"
"57C","Religious Nonmedical (Extended Care) Subacute Inpatient Hospice Change of Provider Notice","1","2005-10-01"
"57D","Religious Nonmedical (Extended Care) Subacute Inpatient Hospice Election Void/Cancel","1","2005-10-01"
"57E","Religious Nonmedical (Extended Care) Subacute Inpatient Hospice Change of Ownership","1","2005-10-01"
"57F","Religious Nonmedical (Extended Care) Subacute Inpatient Beneficiary Initiated Adjustment Claim","1","2005-10-01"
"57G","Religious Nonmedical (Extended Care) Subacute Inpatient CWF Initiated Adjustment Claim","1","2005-10-01"
"57H","Religious Nonmedical (Extended Care) Subacute Inpatient CMS Initiated Adjustment Claim","1","2005-10-01"
"57I","Religious Nonmedical (Extended Care) Subacute Inpatient FI Adjustment Claim (Other than QIO or Provider)","1","2005-10-01"
"57J","Religious Nonmedical (Extended Care) Subacute Inpatient Initiated Adjustment Claim/Other","1","2005-10-01"
"57K","Religious Nonmedical (Extended Care) Subacute Inpatient OIG Initiated Adjustment Claim","1","2005-10-01"
"57M","Religious Nonmedical (Extended Care) Subacute Inpatient MSP Initiated Adjustment Claim","1","2005-10-01"
"57O","Religious Nonmedical (Extended Care) Subacute Inpatient Nonpayment/Zero Claims","1","2005-10-01"
"57P","Religious Nonmedical (Extended Care) Subacute Inpatient QIO Adjustment Claim","1","2005-10-01"
"57Q","Religious Nonmedical (Extended Care) Subacute Inpatient Reopening/Adjustment","1","2005-10-01"
"57X","Religious Nonmedical (Extended Care) Subacute Inpatient Void/Cancel a Prior Abbreviated Encounter Submission","1","2005-10-01"
"57Y","Religious Nonmedical (Extended Care) Subacute Inpatient Replacement of Prior Abbreviated Encounter Submission","1","2005-10-01"
"57Z","Religious Nonmedical (Extended Care) Subacute Inpatient New Abbreviated Encounter Submission","1","2005-10-01"
"580","Religious Nonmedical (Extended Care) Swing BedsNon-payment/Zero Claim","1","2005-10-01"
"581","Religious Nonmedical (Extended Care) Swing BedsAdmit Through Discharge","1","2005-10-01"
"582","Religious Nonmedical (Extended Care) Swing BedsInterim - First Claim","1","2005-10-01"
"583","Religious Nonmedical (Extended Care) Swing BedsInterim-Continuing Claims","1","2005-10-01"
"584","Religious Nonmedical (Extended Care) Swing BedsInterim - Last Claim","1","2005-10-01"
"585","Religious Nonmedical (Extended Care) Swing BedsLate Charge Only","1","2005-10-01"
"587","Religious Nonmedical (Extended Care) Swing BedsReplacement of Prior Claim","1","2005-10-01"
"588","Religious Nonmedical (Extended Care) Swing BedsVoid/Cancel of Prior Claim","1","2005-10-01"
"589","Religious Nonmedical (Extended Care) Swing BedsFinal claim for a Home Health PPS Period","1","2005-10-01"
"58A","Religious Nonmedical (Extended Care) Swing BedsAdmission/Election Notice for Hospice","1","2005-10-01"
"58B","Religious Nonmedical (Extended Care) Swing BedsHospice Termination/ Revocation Notice","1","2005-10-01"
"58C","Religious Nonmedical (Extended Care) Swing BedsHospice Change of Provider Notice","1","2005-10-01"
"58D","Religious Nonmedical (Extended Care) Swing BedsHospice Election Void/Cancel","1","2005-10-01"
"58E","Religious Nonmedical (Extended Care) Swing BedsHospice Change of Ownership","1","2005-10-01"
"58F","Religious Nonmedical (Extended Care) Swing BedsBeneficiary Initiated Adjustment Claim","1","2005-10-01"
"58G","Religious Nonmedical (Extended Care) Swing BedsCWF Initiated Adjustment Claim","1","2005-10-01"
"58H","Religious Nonmedical (Extended Care) Swing BedsCMS Initiated Adjustment Claim","1","2005-10-01"
"58I","Religious Nonmedical (Extended Care) Swing BedsFI Adjustment Claim (Other than QIO or Provider)","1","2005-10-01"
"58J","Religious Nonmedical (Extended Care) Swing BedsInitiated Adjustment Claim/Other","1","2005-10-01"
"58K","Religious Nonmedical (Extended Care) Swing BedsOIG Initiated Adjustment Claim","1","2005-10-01"
"58M","Religious Nonmedical (Extended Care) Swing BedsMSP Initiated Adjustment Claim","1","2005-10-01"
"58O","Religious Nonmedical (Extended Care) Swing BedsNonpayment/Zero Claims","1","2005-10-01"
"58P","Religious Nonmedical (Extended Care) Swing BedsQIO Adjustment Claim","1","2005-10-01"
"58Q","Religious Nonmedical (Extended Care) Swing BedsReopening/Adjustment","1","2005-10-01"
"58X","Religious Nonmedical (Extended Care) Swing BedsVoid/Cancel a Prior Abbreviated Encounter Submission","1","2005-10-01"
"58Y","Religious Nonmedical (Extended Care) Swing BedsReplacement of Prior Abbreviated Encounter Submission","1","2005-10-01"
"58Z","Religious Nonmedical (Extended Care) Swing BedsNew Abbreviated Encounter Submission","1","2005-10-01"
"610","Intermediate Care Inpatient (Part A) Non-payment/Zero Claim","0",
"611","Intermediate Care Inpatient (Part A) Admit Through Discharge","0",
"612","Intermediate Care Inpatient (Part A) Interim - First Claim","0",
"613","Intermediate Care Inpatient (Part A) Interim-Continuing Claims","0",
"614","Intermediate Care Inpatient (Part A) Interim - Last Claim","0",
"615","Intermediate Care Inpatient (Part A) Late Charge Only","0",
"617","Intermediate Care Inpatient (Part A) Replacement of Prior Claim","0",
"618","Intermediate Care Inpatient (Part A) Void/Cancel of Prior Claim","0",
"619","Intermediate Care Inpatient (Part A) Final claim for a Home Health PPS Period","0",
"61A","Intermediate Care Inpatient (Part A) Admission/Election Notice for Hospice","0",
"61B","Intermediate Care Inpatient (Part A) Hospice Termination/ Revocation Notice","0",
"61C","Intermediate Care Inpatient (Part A) Hospice Change of Provider Notice","0",
"61D","Intermediate Care Inpatient (Part A) Hospice Election Void/Cancel","0",
"61E","Intermediate Care Inpatient (Part A) Hospice Change of Ownership","0",
"61F","Intermediate Care Inpatient (Part A) Beneficiary Initiated Adjustment Claim","0",
"61G","Intermediate Care Inpatient (Part A) CWF Initiated Adjustment Claim","0",
"61H","Intermediate Care Inpatient (Part A) CMS Initiated Adjustment Claim","0",
"61I","Intermediate Care Inpatient (Part A) FI Adjustment Claim (Other than QIO or Provider)","0",
"61J","Intermediate Care Inpatient (Part A) Initiated Adjustment Claim/Other","0",
"61K","Intermediate Care Inpatient (Part A) OIG Initiated Adjustment Claim","0",
"61M","Intermediate Care Inpatient (Part A) MSP Initiated Adjustment Claim","0",
"61O","Intermediate Care Inpatient (Part A) Nonpayment/Zero Claims","0",
"61P","Intermediate Care Inpatient (Part A) QIO Adjustment Claim","0",
"61Q","Intermediate Care Inpatient (Part A) Reopening/Adjustment","0",
"61X","Intermediate Care Inpatient (Part A) Void/Cancel a Prior Abbreviated Encounter Submission","0",
"61Y","Intermediate Care Inpatient (Part A) Replacement of Prior Abbreviated Encounter Submission","0",
"61Z","Intermediate Care Inpatient (Part A) New Abbreviated Encounter Submission","0",
"620","Intermediate Care Inpatient (Part B) Non-payment/Zero Claim","0",
"621","Intermediate Care Inpatient (Part B) Admit Through Discharge","0",
"622","Intermediate Care Inpatient (Part B) Interim - First Claim","0",
"623","Intermediate Care Inpatient (Part B) Interim-Continuing Claims","0",
"624","Intermediate Care Inpatient (Part B) Interim - Last Claim","0",
"625","Intermediate Care Inpatient (Part B) Late Charge Only","0",
"627","Intermediate Care Inpatient (Part B) Replacement of Prior Claim","0",
"628","Intermediate Care Inpatient (Part B) Void/Cancel of Prior Claim","0",
"629","Intermediate Care Inpatient (Part B) Final claim for a Home Health PPS Period","0",
"62A","Intermediate Care Inpatient (Part B) Admission/Election Notice for Hospice","0",
"62B","Intermediate Care Inpatient (Part B) Hospice Termination/ Revocation Notice","0",
"62C","Intermediate Care Inpatient (Part B) Hospice Change of Provider Notice","0",
"62D","Intermediate Care Inpatient (Part B) Hospice Election Void/Cancel","0",
"62E","Intermediate Care Inpatient (Part B) Hospice Change of Ownership","0",
"62F","Intermediate Care Inpatient (Part B) Beneficiary Initiated Adjustment Claim","0",
"62G","Intermediate Care Inpatient (Part B) CWF Initiated Adjustment Claim","0",
"62H","Intermediate Care Inpatient (Part B) CMS Initiated Adjustment Claim","0",
"62I","Intermediate Care Inpatient (Part B) FI Adjustment Claim (Other than QIO or Provider)","0",
"62J","Intermediate Care Inpatient (Part B) Initiated Adjustment Claim/Other","0",
"62K","Intermediate Care Inpatient (Part B) OIG Initiated Adjustment Claim","0",
"62M","Intermediate Care Inpatient (Part B) MSP Initiated Adjustment Claim","0",
"62O","Intermediate Care Inpatient (Part B) Nonpayment/Zero Claims","0",
"62P","Intermediate Care Inpatient (Part B) QIO Adjustment Claim","0",
"62Q","Intermediate Care Inpatient (Part B) Reopening/Adjustment","0",
"62X","Intermediate Care Inpatient (Part B) Void/Cancel a Prior Abbreviated Encounter Submission","0",
"62Y","Intermediate Care Inpatient (Part B) Replacement of Prior Abbreviated Encounter Submission","0",
"62Z","Intermediate Care Inpatient (Part B) New Abbreviated Encounter Submission","0",
"630","Intermediate Care Outpatient Non-payment/Zero Claim","0",
"631","Intermediate Care Outpatient Admit Through Discharge","0",
"632","Intermediate Care Outpatient Interim - First Claim","0",
"633","Intermediate Care Outpatient Interim-Continuing Claims","0",
"634","Intermediate Care Outpatient Interim - Last Claim","0",
"635","Intermediate Care Outpatient Late Charge Only","0",
"637","Intermediate Care Outpatient Replacement of Prior Claim","0",
"638","Intermediate Care Outpatient Void/Cancel of Prior Claim","0",
"639","Intermediate Care Outpatient Final claim for a Home Health PPS Period","0",
"63A","Intermediate Care Outpatient Admission/Election Notice for Hospice","0",
"63B","Intermediate Care Outpatient Hospice Termination/ Revocation Notice","0",
"63C","Intermediate Care Outpatient Hospice Change of Provider Notice","0",
"63D","Intermediate Care Outpatient Hospice Election Void/Cancel","0",
"63E","Intermediate Care Outpatient Hospice Change of Ownership","0",
"63F","Intermediate Care Outpatient Beneficiary Initiated Adjustment Claim","0",
"63G","Intermediate Care Outpatient CWF Initiated Adjustment Claim","0",
"63H","Intermediate Care Outpatient CMS Initiated Adjustment Claim","0",
"63I","Intermediate Care Outpatient FI Adjustment Claim (Other than QIO or Provider)","0",
"63J","Intermediate Care Outpatient Initiated Adjustment Claim/Other","0",
"63K","Intermediate Care Outpatient OIG Initiated Adjustment Claim","0",
"63M","Intermediate Care Outpatient MSP Initiated Adjustment Claim","0",
"63O","Intermediate Care Outpatient Nonpayment/Zero Claims","0",
"63P","Intermediate Care Outpatient QIO Adjustment Claim","0",
"63Q","Intermediate Care Outpatient Reopening/Adjustment","0",
"63X","Intermediate Care Outpatient Void/Cancel a Prior Abbreviated Encounter Submission","0",
"63Y","Intermediate Care Outpatient Replacement of Prior Abbreviated Encounter Submission","0",
"63Z","Intermediate Care Outpatient New Abbreviated Encounter Submission","0",
"640","Intermediate Care Other (Part B) Non-payment/Zero Claim","0",
"641","Intermediate Care Other (Part B) Admit Through Discharge","0",
"642","Intermediate Care Other (Part B) Interim - First Claim","0",
"643","Intermediate Care Other (Part B) Interim-Continuing Claims","0",
"644","Intermediate Care Other (Part B) Interim - Last Claim","0",
"645","Intermediate Care Other (Part B) Late Charge Only","0",
"647","Intermediate Care Other (Part B) Replacement of Prior Claim","0",
"648","Intermediate Care Other (Part B) Void/Cancel of Prior Claim","0",
"649","Intermediate Care Other (Part B) Final claim for a Home Health PPS Period","0",
"64A","Intermediate Care Other (Part B) Admission/Election Notice for Hospice","0",
"64B","Intermediate Care Other (Part B) Hospice Termination/ Revocation Notice","0",
"64C","Intermediate Care Other (Part B) Hospice Change of Provider Notice","0",
"64D","Intermediate Care Other (Part B) Hospice Election Void/Cancel","0",
"64E","Intermediate Care Other (Part B) Hospice Change of Ownership","0",
"64F","Intermediate Care Other (Part B) Beneficiary Initiated Adjustment Claim","0",
"64G","Intermediate Care Other (Part B) CWF Initiated Adjustment Claim","0",
"64H","Intermediate Care Other (Part B) CMS Initiated Adjustment Claim","0",
"64I","Intermediate Care Other (Part B) FI Adjustment Claim (Other than QIO or Provider)","0",
"64J","Intermediate Care Other (Part B) Initiated Adjustment Claim/Other","0",
"64K","Intermediate Care Other (Part B) OIG Initiated Adjustment Claim","0",
"64M","Intermediate Care Other (Part B) MSP Initiated Adjustment Claim","0",
"64O","Intermediate Care Other (Part B) Nonpayment/Zero Claims","0",
"64P","Intermediate Care Other (Part B) QIO Adjustment Claim","0",
"64Q","Intermediate Care Other (Part B) Reopening/Adjustment","0",
"64X","Intermediate Care Other (Part B) Void/Cancel a Prior Abbreviated Encounter Submission","0",
"64Y","Intermediate Care Other (Part B) Replacement of Prior Abbreviated Encounter Submission","0",
"64Z","Intermediate Care Other (Part B) New Abbreviated Encounter Submission","0",
"650","Intermediate Care Intermediate Care - Level I Non-payment/Zero Claim","0",
"651","Intermediate Care Intermediate Care - Level I Admit Through Discharge","0",
"652","Intermediate Care Intermediate Care - Level I Interim - First Claim","0",
"653","Intermediate Care Intermediate Care - Level I Interim-Continuing Claims","0",
"654","Intermediate Care Intermediate Care - Level I Interim - Last Claim","0",
"655","Intermediate Care Intermediate Care - Level I Late Charge Only","0",
"657","Intermediate Care Intermediate Care - Level I Replacement of Prior Claim","0",
"658","Intermediate Care Intermediate Care - Level I Void/Cancel of Prior Claim","0",
"659","Intermediate Care Intermediate Care - Level I Final claim for a Home Health PPS Period","0",
"65A","Intermediate Care Intermediate Care - Level I Admission/Election Notice for Hospice","0",
"65B","Intermediate Care Intermediate Care - Level I Hospice Termination/ Revocation Notice","0",
"65C","Intermediate Care Intermediate Care - Level I Hospice Change of Provider Notice","0",
"65D","Intermediate Care Intermediate Care - Level I Hospice Election Void/Cancel","0",
"65E","Intermediate Care Intermediate Care - Level I Hospice Change of Ownership","0",
"65F","Intermediate Care Intermediate Care - Level I Beneficiary Initiated Adjustment Claim","0",
"65G","Intermediate Care Intermediate Care - Level I CWF Initiated Adjustment Claim","0",
"65H","Intermediate Care Intermediate Care - Level I CMS Initiated Adjustment Claim","0",
"65I","Intermediate Care Intermediate Care - Level I FI Adjustment Claim (Other than QIO or Provider)","0",
"65J","Intermediate Care Intermediate Care - Level I Initiated Adjustment Claim/Other","0",
"65K","Intermediate Care Intermediate Care - Level I OIG Initiated Adjustment Claim","0",
"65M","Intermediate Care Intermediate Care - Level I MSP Initiated Adjustment Claim","0",
"65O","Intermediate Care Intermediate Care - Level I Nonpayment/Zero Claims","0",
"65P","Intermediate Care Intermediate Care - Level I QIO Adjustment Claim","0",
"65Q","Intermediate Care Intermediate Care - Level I Reopening/Adjustment","0",
"65X","Intermediate Care Intermediate Care - Level I Void/Cancel a Prior Abbreviated Encounter Submission","0",
"65Y","Intermediate Care Intermediate Care - Level I Replacement of Prior Abbreviated Encounter Submission","0",
"65Z","Intermediate Care Intermediate Care - Level I New Abbreviated Encounter Submission","0",
"660","Intermediate Care Intermediate Care - Level II Non-payment/Zero Claim","0",
"661","Intermediate Care Intermediate Care - Level II Admit Through Discharge","0",
"662","Intermediate Care Intermediate Care - Level II Interim - First Claim","0",
"663","Intermediate Care Intermediate Care - Level II Interim-Continuing Claims","0",
"664","Intermediate Care Intermediate Care - Level II Interim - Last Claim","0",
"665","Intermediate Care Intermediate Care - Level II Late Charge Only","0",
"667","Intermediate Care Intermediate Care - Level II Replacement of Prior Claim","0",
"668","Intermediate Care Intermediate Care - Level II Void/Cancel of Prior Claim","0",
"669","Intermediate Care Intermediate Care - Level II Final claim for a Home Health PPS Period","0",
"66A","Intermediate Care Intermediate Care - Level II Admission/Election Notice for Hospice","0",
"66B","Intermediate Care Intermediate Care - Level II Hospice Termination/ Revocation Notice","0",
"66C","Intermediate Care Intermediate Care - Level II Hospice Change of Provider Notice","0",
"66D","Intermediate Care Intermediate Care - Level II Hospice Election Void/Cancel","0",
"66E","Intermediate Care Intermediate Care - Level II Hospice Change of Ownership","0",
"66F","Intermediate Care Intermediate Care - Level II Beneficiary Initiated Adjustment Claim","0",
"66G","Intermediate Care Intermediate Care - Level II CWF Initiated Adjustment Claim","0",
"66H","Intermediate Care Intermediate Care - Level II CMS Initiated Adjustment Claim","0",
"66I","Intermediate Care Intermediate Care - Level II FI Adjustment Claim (Other than QIO or Provider)","0",
"66J","Intermediate Care Intermediate Care - Level II Initiated Adjustment Claim/Other","0",
"66K","Intermediate Care Intermediate Care - Level II OIG Initiated Adjustment Claim","0",
"66M","Intermediate Care Intermediate Care - Level II MSP Initiated Adjustment Claim","0",
"66O","Intermediate Care Intermediate Care - Level II Nonpayment/Zero Claims","0",
"66P","Intermediate Care Intermediate Care - Level II QIO Adjustment Claim","0",
"66Q","Intermediate Care Intermediate Care - Level II Reopening/Adjustment","0",
"66X","Intermediate Care Intermediate Care - Level II Void/Cancel a Prior Abbreviated Encounter Submission","0",
"66Y","Intermediate Care Intermediate Care - Level II Replacement of Prior Abbreviated Encounter Submission","0",
"66Z","Intermediate Care Intermediate Care - Level II New Abbreviated Encounter Submission","0",
"670","Intermediate Care Subacute Inpatient Non-payment/Zero Claim","0",
"671","Intermediate Care Subacute Inpatient Admit Through Discharge","0",
"672","Intermediate Care Subacute Inpatient Interim - First Claim","0",
"673","Intermediate Care Subacute Inpatient Interim-Continuing Claims","0",
"674","Intermediate Care Subacute Inpatient Interim - Last Claim","0",
"675","Intermediate Care Subacute Inpatient Late Charge Only","0",
"677","Intermediate Care Subacute Inpatient Replacement of Prior Claim","0",
"678","Intermediate Care Subacute Inpatient Void/Cancel of Prior Claim","0",
"679","Intermediate Care Subacute Inpatient Final claim for a Home Health PPS Period","0",
"67A","Intermediate Care Subacute Inpatient Admission/Election Notice for Hospice","0",
"67B","Intermediate Care Subacute Inpatient Hospice Termination/ Revocation Notice","0",
"67C","Intermediate Care Subacute Inpatient Hospice Change of Provider Notice","0",
"67D","Intermediate Care Subacute Inpatient Hospice Election Void/Cancel","0",
"67E","Intermediate Care Subacute Inpatient Hospice Change of Ownership","0",
"67F","Intermediate Care Subacute Inpatient Beneficiary Initiated Adjustment Claim","0",
"67G","Intermediate Care Subacute Inpatient CWF Initiated Adjustment Claim","0",
"67H","Intermediate Care Subacute Inpatient CMS Initiated Adjustment Claim","0",
"67I","Intermediate Care Subacute Inpatient FI Adjustment Claim (Other than QIO or Provider)","0",
"67J","Intermediate Care Subacute Inpatient Initiated Adjustment Claim/Other","0",
"67K","Intermediate Care Subacute Inpatient OIG Initiated Adjustment Claim","0",
"67M","Intermediate Care Subacute Inpatient MSP Initiated Adjustment Claim","0",
"67O","Intermediate Care Subacute Inpatient Nonpayment/Zero Claims","0",
"67P","Intermediate Care Subacute Inpatient QIO Adjustment Claim","0",
"67Q","Intermediate Care Subacute Inpatient Reopening/Adjustment","0",
"67X","Intermediate Care Subacute Inpatient Void/Cancel a Prior Abbreviated Encounter Submission","0",
"67Y","Intermediate Care Subacute Inpatient Replacement of Prior Abbreviated Encounter Submission","0",
"67Z","Intermediate Care Subacute Inpatient New Abbreviated Encounter Submission","0",
"680","Intermediate Care Swing BedsNon-payment/Zero Claim","0",
"681","Intermediate Care Swing BedsAdmit Through Discharge","0",
"682","Intermediate Care Swing BedsInterim - First Claim","0",
"683","Intermediate Care Swing BedsInterim-Continuing Claims","0",
"684","Intermediate Care Swing BedsInterim - Last Claim","0",
"685","Intermediate Care Swing BedsLate Charge Only","0",
"687","Intermediate Care Swing BedsReplacement of Prior Claim","0",
"688","Intermediate Care Swing BedsVoid/Cancel of Prior Claim","0",
"689","Intermediate Care Swing BedsFinal claim for a Home Health PPS Period","0",
"68A","Intermediate Care Swing BedsAdmission/Election Notice for Hospice","0",
"68B","Intermediate Care Swing BedsHospice Termination/ Revocation Notice","0",
"68C","Intermediate Care Swing BedsHospice Change of Provider Notice","0",
"68D","Intermediate Care Swing BedsHospice Election Void/Cancel","0",
"68E","Intermediate Care Swing BedsHospice Change of Ownership","0",
"68F","Intermediate Care Swing BedsBeneficiary Initiated Adjustment Claim","0",
"68G","Intermediate Care Swing BedsCWF Initiated Adjustment Claim","0",
"68H","Intermediate Care Swing BedsCMS Initiated Adjustment Claim","0",
"68I","Intermediate Care Swing BedsFI Adjustment Claim (Other than QIO or Provider)","0",
"68J","Intermediate Care Swing BedsInitiated Adjustment Claim/Other","0",
"68K","Intermediate Care Swing BedsOIG Initiated Adjustment Claim","0",
"68M","Intermediate Care Swing BedsMSP Initiated Adjustment Claim","0",
"68O","Intermediate Care Swing BedsNonpayment/Zero Claims","0",
"68P","Intermediate Care Swing BedsQIO Adjustment Claim","0",
"68Q","Intermediate Care Swing BedsReopening/Adjustment","0",
"68X","Intermediate Care Swing BedsVoid/Cancel a Prior Abbreviated Encounter Submission","0",
"68Y","Intermediate Care Swing BedsReplacement of Prior Abbreviated Encounter Submission","0",
"68Z","Intermediate Care Swing BedsNew Abbreviated Encounter Submission","0",
"710","Clinic Rural Health Center (RHC) Non-payment/Zero Claim","0",
"711","Clinic Rural Health Center (RHC) Admit Through Discharge","0",
"712","Clinic Rural Health Center (RHC) Interim - First Claim","0",
"713","Clinic Rural Health Center (RHC) Interim-Continuing Claims","0",
"714","Clinic Rural Health Center (RHC) Interim - Last Claim","0",
"715","Clinic Rural Health Center (RHC) Late Charge Only","0",
"717","Clinic Rural Health Center (RHC) Replacement of Prior Claim","0",
"718","Clinic Rural Health Center (RHC) Void/Cancel of Prior Claim","0",
"719","Clinic Rural Health Center (RHC) Final claim for a Home Health PPS Period","0",
"71A","Clinic Rural Health Center (RHC) Admission/Election Notice for Hospice","0",
"71B","Clinic Rural Health Center (RHC) Hospice Termination/ Revocation Notice","0",
"71C","Clinic Rural Health Center (RHC) Hospice Change of Provider Notice","0",
"71D","Clinic Rural Health Center (RHC) Hospice Election Void/Cancel","0",
"71E","Clinic Rural Health Center (RHC) Hospice Change of Ownership","0",
"71F","Clinic Rural Health Center (RHC) Beneficiary Initiated Adjustment Claim","0",
"71G","Clinic Rural Health Center (RHC) CWF Initiated Adjustment Claim","0",
"71H","Clinic Rural Health Center (RHC) CMS Initiated Adjustment Claim","0",
"71I","Clinic Rural Health Center (RHC) FI Adjustment Claim (Other than QIO or Provider)","0",
"71J","Clinic Rural Health Center (RHC) Initiated Adjustment Claim/Other","0",
"71K","Clinic Rural Health Center (RHC) OIG Initiated Adjustment Claim","0",
"71M","Clinic Rural Health Center (RHC) MSP Initiated Adjustment Claim","0",
"71O","Clinic Rural Health Center (RHC) Nonpayment/Zero Claims","0",
"71P","Clinic Rural Health Center (RHC) QIO Adjustment Claim","0",
"71Q","Clinic Rural Health Center (RHC) Reopening/Adjustment","0",
"71X","Clinic Rural Health Center (RHC) Void/Cancel a Prior Abbreviated Encounter Submission","0",
"71Y","Clinic Rural Health Center (RHC) Replacement of Prior Abbreviated Encounter Submission","0",
"71Z","Clinic Rural Health Center (RHC) New Abbreviated Encounter Submission","0",
"720","Clinic  Hospital based or Independent Renal Dialysis Center Non-payment/Zero Claim","0",
"721","Clinic  Hospital based or Independent Renal Dialysis Center Admit Through Discharge","0",
"722","Clinic  Hospital based or Independent Renal Dialysis Center Interim - First Claim","0",
"723","Clinic  Hospital based or Independent Renal Dialysis Center Interim-Continuing Claims","0",
"724","Clinic  Hospital based or Independent Renal Dialysis Center Interim - Last Claim","0",
"725","Clinic  Hospital based or Independent Renal Dialysis Center Late Charge Only","0",
"727","Clinic  Hospital based or Independent Renal Dialysis Center Replacement of Prior Claim","0",
"728","Clinic  Hospital based or Independent Renal Dialysis Center Void/Cancel of Prior Claim","0",
"729","Clinic  Hospital based or Independent Renal Dialysis Center Final claim for a Home Health PPS Period","0",
"72A","Clinic  Hospital based or Independent Renal Dialysis Center Admission/Election Notice for Hospice","0",
"72B","Clinic  Hospital based or Independent Renal Dialysis Center Hospice Termination/ Revocation Notice","0",
"72C","Clinic  Hospital based or Independent Renal Dialysis Center Hospice Change of Provider Notice","0",
"72D","Clinic  Hospital based or Independent Renal Dialysis Center Hospice Election Void/Cancel","0",
"72E","Clinic  Hospital based or Independent Renal Dialysis Center Hospice Change of Ownership","0",
"72F","Clinic  Hospital based or Independent Renal Dialysis Center Beneficiary Initiated Adjustment Claim","0",
"72G","Clinic  Hospital based or Independent Renal Dialysis Center CWF Initiated Adjustment Claim","0",
"72H","Clinic  Hospital based or Independent Renal Dialysis Center CMS Initiated Adjustment Claim","0",
