hcpcs,seqnum,recid,long_description,short_description
M1066,0010,3,"Shingrix vaccine not documented as administered, reason not given",Shing vac no doc no rsn
M1067,0010,3,Hospice services for patient provided any time during the measurement period,Hspc pt prv time meam per
M1068,0010,3,Adults who are not ambulatory,Pt not ambulatory
M1069,0010,3,Patient screened for future fall risk,Pt scr ft fall rsk
M1070,0010,3,"Patient not screened for future fall risk, reason not given",Pt not scrn fut fall no rsn
M1071,0010,3,Patient had any additional spine procedures performed on the same date as the lumbar discectomy/laminotomy,Pt had add'l sp pcr perf
M1106,0010,3,The start of an episode of care documented in the medical record,Start eoc doc med rec
M1107,0010,3,"Documentation stating patient has a diagnosis of a degenerative neurological condition such as als, ms, or parkinson's diagnosed at any time before or during the episode of care",Docu dx degen neuro
M1108,0010,3,"Ongoing care not clinically indicated because the patient needed a home program only, referral to another provider or facility, or consultation only, as documented in the medical record",Oc ni pt home prog
M1109,0010,3,"Ongoing care not medically possible because the patient was discharged early due to specific medical events, documented in the medical record, such as the patient became hospitalized or scheduled for surgery",Oc ni pt dc
M1110,0010,3,"Ongoing care not possible because the patient self-discharged early (e.g., financial or insurance reasons, transportation problems, or reason unknown)",Oc not p pt selfdc
M1111,0010,3,The start of an episode of care documented in the medical record,Start eoc doc med rec
M1112,0010,3,"Documentation stating patient has a diagnosis of a degenerative neurological condition such as als, ms, or parkinson's diagnosed at any time before or during the episode of care",Docu dx degen neuro
M1113,0010,3,"Ongoing care not clinically indicated because the patient needed a home program only, referral to another provider or facility, or consultation only, as documented in the medical record",Oc ni pt home prog
M1114,0010,3,"Ongoing care not medically possible because the patient was discharged early due to specific medical events, documented in the medical record, such as the patient became hospitalized or scheduled for surgery",Oc ni pt dc
M1115,0010,3,"Ongoing care not possible because the patient self-discharged early (e.g., financial or insurance reasons, transportation problems, or reason unknown)",Oc ni pt selfdc
M1116,0010,3,The start of an episode of care documented in the medical record,Start eoc doc med rec
M1117,0010,3,"Documentation stating patient has a diagnosis of a degenerative neurological condition such as als, ms, or parkinson's diagnosed at any time before or during the episode of care",Docu dx degen neuro
M1118,0010,3,"Ongoing care not clinically indicated because the patient needed a home program only, referral to another provider or facility, or consultation only, as documented in the medical record",Oc ni pt home prog
M1119,0010,3,"Ongoing care not medically possible because the patient was discharged early due to specific medical events, documented in the medical record, such as the patient became hospitalized or scheduled for surgery",Oc ni pt dc
M1120,0010,3,"Ongoing care not possible because the patient self-discharged early (e.g., financial or insurance reasons, transportation problems, or reason unknown)",Oc ni pt selfdc
M1121,0010,3,The start of an episode of care documented in the medical record,Start eoc doc med rec
M1122,0010,3,"Documentation stating patient has a diagnosis of a degenerative neurological condition such as als, ms, or parkinson's diagnosed at any time before or during the episode of care",Docu dx degen neuro
M1123,0010,3,"Ongoing care not clinically indicated because the patient needed a home program only, referral to another provider or facility, or consultation only, as documented in the medical record",Oc ni pt home prog
M1124,0010,3,"Ongoing care not medically possible because the patient was discharged early due to specific medical events, documented in the medical record, such as the patient became hospitalized or scheduled for surgery",Oc ni pt dc 1-2 vis
M1125,0010,3,"Ongoing care not possible because the patient self-discharged early (e.g., financial or insurance reasons, transportation problems, or reason unknown)",Oc ni pt selfdc 1-2 vis
M1126,0010,3,The start of an episode of care documented in the medical record,Start eoc doc med rec
M1127,0010,3,"Documentation stating patient has a diagnosis of a degenerative neurological condition such as als, ms, or parkinson's diagnosed at any time before or during the episode of care",Docu dx degen neuro
M1128,0010,3,"Ongoing care not clinically indicated because the patient needed a home program only, referral to another provider or facility, or consultation only, as documented in the medical record",Oc ni pt home prog
M1129,0010,3,"Ongoing care not medically possible because the patient was discharged early due to specific medical events, documented in the medical record, such as the patient became hospitalized or scheduled for surgery",Oc ni pt dc
M1130,0010,3,"Ongoing care not possible because the patient self-discharged early (e.g., financial or insurance reasons, transportation problems, or reason unknown)",Oc ni pt selfdc
M1131,0010,3,"Documentation stating patient has a diagnosis of a degenerative neurological condition such as als, ms, or parkinson's diagnosed at any time before or during the episode of care",Docu dx degen neuro
M1132,0010,3,"Ongoing care not clinically indicated because the patient needed a home program only, referral to another provider or facility, or consultation only, as documented in the medical record",Oc ni pt home prog
M1133,0010,3,"Ongoing care not medically possible because the patient was discharged early due to specific medical events, documented in the medical record, such as the patient became hospitalized or scheduled for surgery",Oc ni pt dc
M1134,0010,3,"Ongoing care not possible because the patient self-discharged early (e.g., financial or insurance reasons, transportation problems, or reason unknown)",Oc ni pt selfdc
M1135,0010,3,The start of an episode of care documented in the medical record,Start eoc doc med rec
M1136,0010,3,The start of an episode of care documented in the medical record,Start eoc doc med rec
M1137,0010,3,"Documentation stating patient has a diagnosis of a degenerative neurological condition such as als, ms, or parkinson's diagnosed at any time before or during the episode of care",Docu dx degen neuro
M1138,0010,3,"Ongoing care not indicated, patient seen only 1-2 visits (e.g., home program only, referred to another provider or facility, consultation only)",Oc ni pt 1-2 vis
M1139,0010,3,"Ongoing care not indicated, patient self-discharged early and seen only 1-2 visits (e.g., financial or insurance reasons, transportation problems, or reason unknown)",Oc ni pt self dc 1-2 vis
M1140,0010,3,"Ongoing care not indicated, patient discharged after only 1-2 visits due to specific medical events, documented in the medical record that make the treatment episode impossible such as the patient becomes hospitalized or scheduled for surgery for surgery or hospitalized",Oc ni pt dc 1-2 vis
M1141,0010,3,"Functional status was not measured by the oxford knee score (oks) or the knee injury and osteoarthritis outcome score joint replacement (koos, jr.) at one year (9 to 15 months) postoperatively",Fs no oks
M1142,0010,3,Emergent cases,Emerge cases
M1143,0010,3,"Initiated episode of rehabilitation therapy, medical, or chiropractic care for neck impairment",Ni rehab med chiro
M1144,0010,3,"Ongoing care not indicated, patient seen only 1-2 visits (e.g., home program only, referred to another provider or facility, consultation only",Oc no ind pt 1-2 vis
M1145,0010,3,"Most favored nation (mfn) model drug add-on amount, per dose, (do not bill with line items that have the jw modifier)","Mfn drug add-on, per dose"
M1146,0010,3,"Ongoing care not clinically indicated because the patient needed a home program only, referral to another provider or facility, or consultation only, as documented in the medical record",Ongoing care not ind
M1147,0010,3,"Ongoing care not medically possible because the patient was  discharged early due to specific medical events, documented in the medical record, such as the patient became hospitalized or scheduled for surgery",Care not poss med rsn
M1148,0010,3,"Ongoing care not possible because the patient self-discharged early (e.g., financial or insurance reasons, transportation problems, or reason unknown)",Pt self dschg
M1149,0010,3,"Patient unable to complete the neck fs prom at initial evaluation and/or discharge due to blindness, illiteracy, severe mental incapacity or language incompatibility, and an adequate proxy is not available",No neck fs prom incap
P2028,0010,3,"Cephalin floculation, blood",Cephalin floculation test
P2029,0010,3,"Congo red, blood",Congo red blood test
P2031,0010,3,Hair analysis (excluding arsenic),Hair analysis
P2033,0010,3,"Thymol turbidity, blood",Blood thymol turbidity
P2038,0010,3,"Mucoprotein, blood (seromucoid) (medical necessity procedure)",Blood mucoprotein
P3000,0010,3,"Screening papanicolaou smear, cervical or vaginal, up to three smears, by technician under physician supervision",Screen pap by tech w md supv
P3001,0010,3,"Screening papanicolaou smear, cervical or vaginal, up to three smears, requiring interpretation by physician",Screening pap smear by phys
P7001,0010,3,"Culture, bacterial, urine; quantitative, sensitivity study",Culture bacterial urine
P9010,0010,3,"Blood (whole), for transfusion, per unit",Whole blood for transfusion
P9011,0010,3,"Blood, split unit",Blood split unit
P9012,0010,3,"Cryoprecipitate, each unit",Cryoprecipitate each unit
P9016,0010,3,"Red blood cells, leukocytes reduced, each unit",Rbc leukocytes reduced
P9017,0010,3,"Fresh frozen plasma (single donor), frozen within 8 hours of collection, each unit",Plasma 1 donor frz w/in 8 hr
P9019,0010,3,"Platelets, each unit","Platelets, each unit"
P9020,0010,3,"Platelet rich plasma, each unit",Plaelet rich plasma unit
P9021,0010,3,"Red blood cells, each unit",Red blood cells unit
P9022,0010,3,"Red blood cells, washed, each unit",Washed red blood cells unit
P9023,0010,3,"Plasma, pooled multiple donor, solvent/detergent treated, frozen, each unit","Frozen plasma, pooled, sd"
P9025,0010,3,"Plasma, cryoprecipitate reduced, pathogen reduced, each unit",Plasma cryo redu path each
P9026,0010,3,"Cryoprecipitated fibrinogen complex, pathogen reduced, each unit",Cryo fib comp path redu each
P9031,0010,3,"Platelets, leukocytes reduced, each unit",Platelets leukocytes reduced
P9032,0010,3,"Platelets, irradiated, each unit","Platelets, irradiated"
P9033,0010,3,"Platelets, leukocytes reduced, irradiated, each unit",Platelets leukoreduced irrad
P9034,0010,3,"Platelets, pheresis, each unit","Platelets, pheresis"
P9035,0010,3,"Platelets, pheresis, leukocytes reduced, each unit",Platelet pheres leukoreduced
P9036,0010,3,"Platelets, pheresis, irradiated, each unit",Platelet pheresis irradiated
P9037,0010,3,"Platelets, pheresis, leukocytes reduced, irradiated, each unit",Plate pheres leukoredu irrad
P9038,0010,3,"Red blood cells, irradiated, each unit",Rbc irradiated
P9039,0010,3,"Red blood cells, deglycerolized, each unit",Rbc deglycerolized
P9040,0010,3,"Red blood cells, leukocytes reduced, irradiated, each unit",Rbc leukoreduced irradiated
P9041,0010,3,"Infusion, albumin (human), 5%, 50 ml","Albumin (human),5%, 50ml"
P9043,0010,3,"Infusion, plasma protein fraction (human), 5%, 50 ml","Plasma protein fract,5%,50ml"
P9044,0010,3,"Plasma, cryoprecipitate reduced, each unit",Cryoprecipitatereducedplasma
P9045,0010,3,"Infusion, albumin (human), 5%, 250 ml","Albumin (human), 5%, 250 ml"
P9046,0010,3,"Infusion, albumin (human), 25%, 20 ml","Albumin (human), 25%, 20 ml"
P9047,0010,3,"Infusion, albumin (human), 25%, 50 ml","Albumin (human), 25%, 50ml"
P9048,0010,3,"Infusion, plasma protein fraction (human), 5%, 250 ml","Plasmaprotein fract,5%,250ml"
P9050,0010,3,"Granulocytes, pheresis, each unit","Granulocytes, pheresis unit"
P9051,0010,3,"Whole blood or red blood cells, leukocytes reduced, cmv-negative, each unit","Blood, l/r, cmv-neg"
P9052,0010,3,"Platelets, hla-matched leukocytes reduced, apheresis/pheresis, each unit","Platelets, hla-m, l/r, unit"
P9053,0010,3,"Platelets, pheresis, leukocytes reduced, cmv-negative, irradiated, each unit","Plt, pher, l/r cmv-neg, irr"
P9054,0010,3,"Whole blood or red blood cells, leukocytes reduced, frozen, deglycerol, washed, each unit","Blood, l/r, froz/degly/wash"
P9055,0010,3,"Platelets, leukocytes reduced, cmv-negative, apheresis/pheresis, each unit","Plt, aph/pher, l/r, cmv-neg"
P9056,0010,3,"Whole blood, leukocytes reduced, irradiated, each unit","Blood, l/r, irradiated"
P9057,0010,3,"Red blood cells, frozen/deglycerolized/washed, leukocytes reduced, irradiated, each unit","Rbc, frz/deg/wsh, l/r, irrad"
P9058,0010,3,"Red blood cells, leukocytes reduced, cmv-negative, irradiated, each unit","Rbc, l/r, cmv-neg, irrad"
P9059,0010,3,"Fresh frozen plasma between 8-24 hours of collection, each unit","Plasma, frz between 8-24hour"
P9060,0010,3,"Fresh frozen plasma, donor retested, each unit",Fr frz plasma donor retested
P9070,0010,3,"Plasma, pooled multiple donor, pathogen reduced, frozen, each unit",Pathogen reduced plasma pool
P9071,0010,3,"Plasma (single donor), pathogen reduced, frozen, each unit",Pathogen reduced plasma sing
P9072,0010,3,"Platelets, pheresis, pathogen reduced or rapid bacterial tested, each unit",Plate path red/rapid bac tes
P9073,0010,3,"Platelets, pheresis, pathogen-reduced, each unit",Platelets pheresis path redu
P9099,0010,3,Blood component or product not otherwise classified,Blood component/product noc
P9100,0010,3,Pathogen(s) test for platelets,Pathogen test for platelets
P9603,0010,3,Travel allowance one way in connection with medically necessary laboratory specimen collection drawn from home bound or nursing home bound patient; prorated miles actually travelled,One-way allow prorated miles
P9604,0010,3,Travel allowance one way in connection with medically necessary laboratory specimen collection drawn from home bound or nursing home bound patient; prorated trip charge,One-way allow prorated trip
P9612,0010,3,"Catheterization for collection of specimen, single patient, all places of service",Catheterize for urine spec
P9615,0010,3,Catheterization for collection of specimen(s) (multiple patients),Urine specimen collect mult
Q0035,0010,3,Cardiokymography,Cardiokymography
Q0081,0010,3,"Infusion therapy, using other than chemotherapeutic drugs, per visit",Infusion ther other than che
Q0083,0010,3,"Chemotherapy administration by other than infusion technique only (e.g., subcutaneous, intramuscular, push), per visit",Chemo by other than infusion
Q0084,0010,3,"Chemotherapy administration by infusion technique only, per visit",Chemotherapy by infusion
Q0085,0010,3,"Chemotherapy administration by both infusion technique and other technique(s) (e.g., subcutaneous, intramuscular, push), per visit",Chemo by both infusion and o
Q0091,0010,3,"Screening papanicolaou smear; obtaining, preparing and conveyance of cervical or vaginal smear to laboratory",Obtaining screen pap smear
Q0092,0010,3,Set-up portable x-ray equipment,Set up port xray equipment
Q0111,0010,3,"Wet mounts, including preparations of vaginal, cervical or skin specimens",Wet mounts/ w preparations
Q0112,0010,3,All potassium hydroxide (koh) preparations,Potassium hydroxide preps
Q0113,0010,3,Pinworm examinations,Pinworm examinations
Q0114,0010,3,Fern test,Fern test
Q0115,0010,3,"Post-coital direct, qualitative examinations of vaginal or cervical mucous",Post-coital mucous exam
Q0138,0010,3,"Injection, ferumoxytol, for treatment of iron deficiency anemia, 1 mg (non-esrd use)","Ferumoxytol, non-esrd"
Q0139,0010,3,"Injection, ferumoxytol, for treatment of iron deficiency anemia, 1 mg (for esrd on dialysis)","Ferumoxytol, esrd use"
Q0144,0010,3,"Azithromycin dihydrate, oral, capsules/powder, 1 gram","Azithromycin dihydrate, oral"
Q0161,0010,3,"Chlorpromazine hydrochloride, 5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Chlorpromazine hcl 5mg oral
Q0162,0010,3,"Ondansetron 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Ondansetron oral
Q0163,0010,3,"Diphenhydramine hydrochloride, 50 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at time of chemotherapy treatment not to exceed a 48 hour dosage regimen",Diphenhydramine hcl 50mg
Q0164,0010,3,"Prochlorperazine maleate, 5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Prochlorperazine maleate 5mg
Q0166,0010,3,"Granisetron hydrochloride, 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 24 hour dosage regimen",Granisetron hcl 1 mg oral
Q0167,0010,3,"Dronabinol, 2.5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Dronabinol 2.5mg oral
Q0169,0010,3,"Promethazine hydrochloride, 12.5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Promethazine hcl 12.5mg oral
Q0173,0010,3,"Trimethobenzamide hydrochloride, 250 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Trimethobenzamide hcl 250mg
Q0174,0010,3,"Thiethylperazine maleate, 10 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Thiethylperazine maleate10mg
Q0175,0010,3,"Perphenazine, 4 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Perphenazine 4mg oral
Q0177,0010,3,"Hydroxyzine pamoate, 25 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Hydroxyzine pamoate 25mg
Q0180,0010,3,"Dolasetron mesylate, 100 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 24 hour dosage regimen",Dolasetron mesylate oral
Q0181,0010,3,"Unspecified oral dosage form, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for a iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Unspecified oral anti-emetic
Q0239,0010,3,"Injection, bamlanivimab-xxxx, 700 mg",Bamlanivimab-xxxx
Q0240,0010,3,"Injection, casirivimab and imdevimab, 600 mg",Casirivi and imdevi 600 mg
Q0243,0010,3,"Injection, casirivimab and imdevimab, 2400 mg",Casirivimab and imdevimab
Q0244,0010,3,"Injection, casirivimab and imdevimab, 1200 mg",Casirivi and imdevi 1200 mg
Q0245,0010,3,"Injection, bamlanivimab and etesevimab, 2100 mg",Bamlanivimab and etesevima
Q0247,0010,3,"Injection, sotrovimab, 500 mg",Sotrovimab
Q0249,0010,3,"Injection, tocilizumab, for hospitalized adults and pediatric patients (2 years of age and older) with covid-19 who are receiving systemic corticosteroids and require  supplemental oxygen, non-invasive or invasive mechanical ventilation, or extracorporeal membrane oxygenation (ecmo) only, 1 mg",Tocilizumab for covid-19
Q0477,0010,3,"Power module patient cable for use with electric or electric/pneumatic ventricular assist device, replacement only",Pwr module pt cable lvad rpl
Q0478,0010,3,"Power adapter for use with electric or electric/pneumatic ventricular assist device, vehicle type","Power adapter, combo vad"
Q0479,0010,3,"Power module for use with electric or electric/pneumatic ventricular assist device, replacement only","Power module combo vad, rep"
Q0480,0010,3,"Driver for use with pneumatic ventricular assist device, replacement only","Driver pneumatic vad, rep"
Q0481,0010,3,"Microprocessor control unit for use with electric ventricular assist device, replacement only","Microprcsr cu elec vad, rep"
Q0482,0010,3,"Microprocessor control unit for use with electric/pneumatic combination ventricular assist device, replacement only","Microprcsr cu combo vad, rep"
Q0483,0010,3,"Monitor/display module for use with electric ventricular assist device, replacement only","Monitor elec vad, rep"
Q0484,0010,3,"Monitor/display module for use with electric or electric/pneumatic ventricular assist device, replacement only",Monitor elec or comb vad rep
Q0485,0010,3,"Monitor control cable for use with electric ventricular assist device, replacement only","Monitor cable elec vad, rep"
Q0486,0010,3,"Monitor control cable for use with electric/pneumatic ventricular assist device, replacement only",Mon cable elec/pneum vad rep
Q0487,0010,3,"Leads (pneumatic/electrical) for use with any type electric/pneumatic ventricular assist device, replacement only","Leads any type vad, rep only"
Q0488,0010,3,"Power pack base for use with electric ventricular assist device, replacement only","Pwr pack base elec vad, rep"
Q0489,0010,3,"Power pack base for use with electric/pneumatic ventricular assist device, replacement only","Pwr pck base combo vad, rep"
Q0490,0010,3,"Emergency power source for use with electric ventricular assist device, replacement only","Emr pwr source elec vad, rep"
Q0491,0010,3,"Emergency power source for use with electric/pneumatic ventricular assist device, replacement only",Emr pwr source combo vad rep
Q0492,0010,3,"Emergency power supply cable for use with electric ventricular assist device, replacement only","Emr pwr cbl elec vad, rep"
Q0493,0010,3,"Emergency power supply cable for use with electric/pneumatic ventricular assist device, replacement only","Emr pwr cbl combo vad, rep"
Q0494,0010,3,"Emergency hand pump for use with electric or electric/pneumatic ventricular assist device, replacement only","Emr hd pmp elec/combo, rep"
Q0495,0010,3,"Battery/power pack charger for use with electric or electric/pneumatic ventricular assist device, replacement only","Charger elec/combo vad, rep"
Q0496,0010,3,"Battery, other than lithium-ion, for use with electric or electric/pneumatic ventricular assist device, replacement only","Battery elec/combo vad, rep"
Q0497,0010,3,"Battery clips for use with electric or electric/pneumatic ventricular assist device, replacement only","Bat clps elec/comb vad, rep"
Q0498,0010,3,"Holster for use with electric or electric/pneumatic ventricular assist device, replacement only","Holster elec/combo vad, rep"
Q0499,0010,3,"Belt/vest/bag for use to carry external peripheral components of any type ventricular assist device, replacement only",Belt/vest elec/combo vad rep
Q0500,0010,3,"Filters for use with electric or electric/pneumatic ventricular assist device, replacement only","Filters elec/combo vad, rep"
Q0501,0010,3,"Shower cover for use with electric or electric/pneumatic ventricular assist device, replacement only","Shwr cov elec/combo vad, rep"
Q0502,0010,3,"Mobility cart for pneumatic ventricular assist device, replacement only","Mobility cart pneum vad, rep"
Q0503,0010,3,"Battery for pneumatic ventricular assist device, replacement only, each",Battery pneum vad replacemnt
Q0504,0010,3,"Power adapter for pneumatic ventricular assist device, replacement only, vehicle type","Pwr adpt pneum vad, rep veh"
Q0506,0010,3,"Battery, lithium-ion, for use with electric or electric/pneumatic ventricular assist device, replacement only",Lith-ion batt elec/pneum vad
Q0507,0010,3,Miscellaneous supply or accessory for use with an external ventricular assist device,Misc sup/acc ext vad
Q0508,0010,3,Miscellaneous supply or accessory for use with an implanted ventricular assist device,Mis sup/acc imp vad
Q0509,0010,3,Miscellaneous supply or accessory for use with any implanted ventricular assist device for which payment was not made under medicare part a,Mis sup/ac imp vad nopay med
Q0510,0010,3,"Pharmacy supply fee for initial immunosuppressive drug(s), first month following transplant",Dispens fee immunosupressive
Q0511,0010,3,"Pharmacy supply fee for oral anti-cancer, oral anti-emetic or immunosuppressive drug(s); for the first prescription in a 30-day period","Sup fee antiem,antica,immuno"
Q0512,0010,3,"Pharmacy supply fee for oral anti-cancer, oral anti-emetic or immunosuppressive drug(s); for a subsequent prescription in a 30-day period",Px sup fee anti-can sub pres
Q0513,0010,3,Pharmacy dispensing fee for inhalation drug(s); per 30 days,Disp fee inhal drugs/30 days
Q0514,0010,3,Pharmacy dispensing fee for inhalation drug(s); per 90 days,Disp fee inhal drugs/90 days
Q0515,0010,3,"Injection, sermorelin acetate, 1 microgram",Sermorelin acetate injection
Q1004,0010,3,New technology intraocular lens category 4 as defined in federal register notice,Ntiol category 4
Q1005,0010,3,New technology intraocular lens category 5 as defined in federal register notice,Ntiol category 5
Q2004,0010,3,"Irrigation solution for treatment of bladder calculi, for example renacidin, per 500 ml",Bladder calculi irrig sol
Q2009,0010,3,"Injection, fosphenytoin, 50 mg phenytoin equivalent",Fosphenytoin inj pe
Q2017,0010,3,"Injection, teniposide, 50 mg","Teniposide, 50 mg"
Q2026,0010,3,"Injection, radiesse, 0.1 ml",Radiesse injection
Q2028,0010,3,"Injection, sculptra, 0.5 mg","Inj, sculptra, 0.5mg"
Q2034,0010,3,"Influenza virus vaccine, split virus, for intramuscular use (agriflu)",Agriflu vaccine
Q2035,0010,3,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (afluria)","Afluria vacc, 3 yrs & >, im"
Q2036,0010,3,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (flulaval)","Flulaval vacc, 3 yrs & >, im"
Q2037,0010,3,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluvirin)","Fluvirin vacc, 3 yrs & >, im"
Q2038,0010,3,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluzone)","Fluzone vacc, 3 yrs & >, im"
Q2039,0010,3,"Influenza virus vaccine, not otherwise specified","Influenza virus vaccine, nos"
Q2040,0010,3,"Tisagenlecleucel, up to 250 million car-positive viable t cells, including leukapheresis and dose preparation procedures, per infusion",Tisagenlecleucel car-pos t
Q2041,0010,3,"Axicabtagene ciloleucel, up to 200 million autologous anti-cd19 car positive viable t cells, including leukapheresis and dose preparation procedures, per therapeutic dose",Axicabtagene ciloleucel car+
Q2042,0010,3,"Tisagenlecleucel, up to 600 million car-positive viable t cells, including leukapheresis and dose preparation procedures, per therapeutic dose",Tisagenlecleucel car-pos t
Q2043,0010,3,"Sipuleucel-t, minimum of 50 million autologous cd54+ cells activated with pap-gm-csf, including leukapheresis and all other preparatory procedures, per infusion",Sipuleucel-t auto cd54+
Q2049,0010,3,"Injection, doxorubicin hydrochloride, liposomal, imported lipodox, 10 mg",Imported lipodox inj
Q2050,0010,3,"Injection, doxorubicin hydrochloride, liposomal, not otherwise specified, 10 mg",Doxorubicin inj 10mg
Q2052,0010,3,"Services, supplies and accessories used in the home under the medicare intravenous immune globulin (ivig) demonstration","Ivig demo, services/supplies"
Q2053,0010,3,"Brexucabtagene autoleucel, up to 200 million autologous anti-cd19 car positive viable t cells, including leukapheresis and dose preparation procedures, per therapeutic dose",Brexucabtagene car pos t
Q2054,0010,3,"Lisocabtagene maraleucel, up to 110 million autologous anti-cd19 car-positive viable t cells, including leukapheresis and dose preparation procedures, per therapeutic dose",Lisocabtagene mara car pos t
Q2055,0010,3,"Idecabtagene vicleucel, up to 460 million autologous b-cell maturation antigen (bcma) directed car-positive t cells, including leukapheresis and dose preparation procedures, per therapeutic dose",Idecabtagene vicleucel car
Q3001,0010,3,"Radioelements for brachytherapy, any type, each",Brachytherapy radioelements
Q3014,0010,3,Telehealth originating site facility fee,Telehealth facility fee
Q3027,0010,3,"Injection, interferon beta-1a, 1 mcg for intramuscular use",Inj beta interferon im 1 mcg
Q3028,0010,3,"Injection, interferon beta-1a, 1 mcg for subcutaneous use",Inj beta interferon sq 1 mcg
Q3031,0010,3,Collagen skin test,Collagen skin test
Q4001,0010,3,"Casting supplies, body cast adult, with or without head, plaster",Cast sup body cast plaster
Q4002,0010,3,"Cast supplies, body cast adult, with or without head, fiberglass",Cast sup body cast fiberglas
Q4003,0010,3,"Cast supplies, shoulder cast, adult (11 years +), plaster",Cast sup shoulder cast plstr
Q4004,0010,3,"Cast supplies, shoulder cast, adult (11 years +), fiberglass",Cast sup shoulder cast fbrgl
Q4005,0010,3,"Cast supplies, long arm cast, adult (11 years +), plaster",Cast sup long arm adult plst
Q4006,0010,3,"Cast supplies, long arm cast, adult (11 years +), fiberglass",Cast sup long arm adult fbrg
Q4007,0010,3,"Cast supplies, long arm cast, pediatric (0-10 years), plaster",Cast sup long arm ped plster
Q4008,0010,3,"Cast supplies, long arm cast, pediatric (0-10 years), fiberglass",Cast sup long arm ped fbrgls
Q4009,0010,3,"Cast supplies, short arm cast, adult (11 years +), plaster",Cast sup sht arm adult plstr
Q4010,0010,3,"Cast supplies, short arm cast, adult (11 years +), fiberglass",Cast sup sht arm adult fbrgl
Q4011,0010,3,"Cast supplies, short arm cast, pediatric (0-10 years), plaster",Cast sup sht arm ped plaster
Q4012,0010,3,"Cast supplies, short arm cast, pediatric (0-10 years), fiberglass",Cast sup sht arm ped fbrglas
Q4013,0010,3,"Cast supplies, gauntlet cast (includes lower forearm and hand), adult (11 years +), plaster",Cast sup gauntlet plaster
Q4014,0010,3,"Cast supplies, gauntlet cast (includes lower forearm and hand), adult (11 years +), fiberglass",Cast sup gauntlet fiberglass
Q4015,0010,3,"Cast supplies, gauntlet cast (includes lower forearm and hand), pediatric (0-10 years), plaster",Cast sup gauntlet ped plster
Q4016,0010,3,"Cast supplies, gauntlet cast (includes lower forearm and hand), pediatric (0-10 years), fiberglass",Cast sup gauntlet ped fbrgls
Q4017,0010,3,"Cast supplies, long arm splint, adult (11 years +), plaster",Cast sup lng arm splint plst
Q4018,0010,3,"Cast supplies, long arm splint, adult (11 years +), fiberglass",Cast sup lng arm splint fbrg
Q4019,0010,3,"Cast supplies, long arm splint, pediatric (0-10 years), plaster",Cast sup lng arm splnt ped p
Q4020,0010,3,"Cast supplies, long arm splint, pediatric (0-10 years), fiberglass",Cast sup lng arm splnt ped f
Q4021,0010,3,"Cast supplies, short arm splint, adult (11 years +), plaster",Cast sup sht arm splint plst
Q4022,0010,3,"Cast supplies, short arm splint, adult (11 years +), fiberglass",Cast sup sht arm splint fbrg
Q4023,0010,3,"Cast supplies, short arm splint, pediatric (0-10 years), plaster",Cast sup sht arm splnt ped p
Q4024,0010,3,"Cast supplies, short arm splint, pediatric (0-10 years), fiberglass",Cast sup sht arm splnt ped f
Q4025,0010,3,"Cast supplies, hip spica (one or both legs), adult (11 years +), plaster",Cast sup hip spica plaster
